authors,title,pub_date,source,doi,abstract,rank,url
"Strong, W.",Fundamental theorems of asset pricing for piecewise semimartingales of stochastic dimension,2014-03-25 00:00:00,SupportedSources.CROSSREF,10.1007/s00780-014-0230-2,,59,"http://link.springer.com/content/pdf/10.1007/s00780-014-0230-2.pdf
http://link.springer.com/article/10.1007/s00780-014-0230-2/fulltext.html
http://link.springer.com/content/pdf/10.1007/s00780-014-0230-2
http://dx.doi.org/10.1007/s00780-014-0230-2"
"Elenev, V.,Landvoigt, T.",Asset Pricing with Optimal Under-Diversification,2023-01-01 00:00:00,SupportedSources.CROSSREF,10.3386/w31121,,60,http://dx.doi.org/10.3386/w31121
Zeqian Chen,A Non-commutative Version of the Fundamental Theorem of Asset Pricing,2001-12-26 06:27:29+00:00,SupportedSources.ARXIV,,"In this note, a non-commutative analogue of the fundamental theorem of asset
pricing in mathematical finance is proved.",61,"http://arxiv.org/pdf/quant-ph/0112159v2
http://arxiv.org/abs/quant-ph/0112159v2
http://arxiv.org/pdf/quant-ph/0112159v2"
"Zong, X.",Three Essays on Asset Pricing Studies,2022-01-01 00:00:00,SupportedSources.CROSSREF,10.2139/ssrn.4283808,,62,http://dx.doi.org/10.2139/ssrn.4283808
"Cayirli, O.,Kayalidere, K.,Aktas, H.",Asset pricing in a multi-factor setting,2021-01-01 00:00:00,SupportedSources.CROSSREF,10.2139/ssrn.3971815,,63,http://dx.doi.org/10.2139/ssrn.3971815
"Cayirli, O.,Kayalidere, K.,Aktas, H.",Asset pricing in a multifactor setting,2022-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.bir.2022.08.001,,64,"https://api.elsevier.com/content/article/PII:S2214845022000540?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S2214845022000540?httpAccept=text/plain
http://dx.doi.org/10.1016/j.bir.2022.08.001"
"Roux, A.",The fundamental theorem of asset pricing in the presence of bid-ask and interest rate spreads,2011-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.jmateco.2010.12.004,,65,"https://api.elsevier.com/content/article/PII:S0304406811000085?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0304406811000085?httpAccept=text/plain
http://dx.doi.org/10.1016/j.jmateco.2010.12.004"
"Danthine, J.,Donaldson, J.",The Challenges of Asset Pricing,2015-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/b978-0-12-386549-6.00002-4,,66,"https://api.elsevier.com/content/article/PII:B9780123865496000024?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:B9780123865496000024?httpAccept=text/plain
http://dx.doi.org/10.1016/b978-0-12-386549-6.00002-4"
"Barucci, E.,Fontana, C.",Factor Asset Pricing Models: CAPM and APT,2017-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-1-4471-7322-9_5,,67,"http://link.springer.com/content/pdf/10.1007/978-1-4471-7322-9_5
http://dx.doi.org/10.1007/978-1-4471-7322-9_5"
"Back, K.,Pliska, S.",On the fundamental theorem of asset pricing with an infinite state space,1991-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/0304-4068(91)90014-k,,68,"https://api.elsevier.com/content/article/PII:030440689190014K?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:030440689190014K?httpAccept=text/plain
http://dx.doi.org/10.1016/0304-4068(91)90014-k"
"Grüne, L.,Semmler, W.",Asset pricing with loss aversion,2008-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.jedc.2008.01.002,,69,"https://api.elsevier.com/content/article/PII:S0165188908000171?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0165188908000171?httpAccept=text/plain
http://dx.doi.org/10.1016/j.jedc.2008.01.002"
William Wendy Ary,Sentimen Investor Dan Three-Factor Asset Pricing Model (Studi Empirik Di Bursa Efek Indonesia),2019-12-17 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.33059/jmk.v8i2.1613,"Abstrak Penelitian ini menginvestigasi peranan sentimen investor terhadap return industri beserta implikasinya pada three-factor asset pricing model. Peranan sentimen investor pada penelitian ini diukur menggunakan proksi Indeks Keyakinan Konsumen (IKK). Penelitian ini menggunakan data bulanan dari Januari 2013 sampai Desember 2017. Hasil penelitian ini membuktikan bahwa sentimen investor berpengaruh negatif terhadap return industri terutama pada sektor properti, real estate, dan konstruksi bangunan dan sektor keuangan, serta membuktikan pengaruh sentimen investor yang signifikan pada model asset pricing, khususnya three-factor asset pricing model. Secara garis besar, peranan sentimen investor yang signifikan tersebut menunjukkan adanya fenomena mispricing dalam melakukan penilaian harga aset di pasar modal Indonesia. . Kata Kunci : Sentimen Investor, Asset Pricing, Behavioral Asset Pricing Model (BAPM), Keuangan Keperilakuan",70,"https://www.semanticscholar.org/paper/6d60ae12c06044690db90eef1fe7ad37ee480a0f
https://ejurnalunsam.id/index.php/jmk/article/download/1613/1445"
"Nielsen, M.",Asset pricing with complexity,2022-01-01 00:00:00,SupportedSources.CROSSREF,10.2139/ssrn.4063721,,71,http://dx.doi.org/10.2139/ssrn.4063721
"Wheatley, S.",Some tests of the consumption-based asset pricing model,1988-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/0304-3932(88)90019-0,,72,"https://api.elsevier.com/content/article/PII:0304393288900190?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:0304393288900190?httpAccept=text/plain
http://dx.doi.org/10.1016/0304-3932(88)90019-0"
,Principles of asset pricing,1998-05-26 00:00:00,SupportedSources.CROSSREF,10.4324/9780203017463.pt2,,73,"http://www.crcnetbase.com/doi/pdf/10.4324/9780203017463.pt2
http://dx.doi.org/10.4324/9780203017463.pt2"
"Belo, F.,Li, X.",A Real Investment-based Model of Asset Pricing,2022-01-01 00:00:00,SupportedSources.CROSSREF,10.2139/ssrn.4287502,,74,http://dx.doi.org/10.2139/ssrn.4287502
"Delbaen, F.,Schachermayer, W.",A General Version of the Fundamental Theorem of Asset Pricing (1994),None,SupportedSources.CROSSREF,10.1007/978-3-540-31299-4_9,,75,"http://link.springer.com/content/pdf/10.1007/978-3-540-31299-4_9.pdf
http://dx.doi.org/10.1007/978-3-540-31299-4_9"
"Jiang, F.,Kang, J.,Meng, L.",Certainty of Uncertainty for Asset Pricing,2023-01-01 00:00:00,SupportedSources.CROSSREF,10.2139/ssrn.4390871,,76,http://dx.doi.org/10.2139/ssrn.4390871
,Asset Pricing under Uncertainty,2015-09-09 00:00:00,SupportedSources.CROSSREF,10.1002/9781118779712.ch20,,77,"http://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2F9781118779712.ch20
http://onlinelibrary.wiley.com/wol1/doi/10.1002/9781118779712.ch20/fullpdf
http://dx.doi.org/10.1002/9781118779712.ch20"
"Jurczenko, E.,Maillet, B.",The Four-moment Capital Asset Pricing Model: Between Asset Pricing and Asset Allocation,2015-08-28 00:00:00,SupportedSources.CROSSREF,10.1002/9781119201830.ch6,,78,"http://onlinelibrary.wiley.com/wol1/doi/10.1002/9781119201830.ch6/fullpdf
http://dx.doi.org/10.1002/9781119201830.ch6"
"Platen, E.,Heath, D.",Various Approaches to Asset Pricing,2006-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-540-47856-0_9,,79,"http://link.springer.com/content/pdf/10.1007/978-3-540-47856-0_9.pdf
http://dx.doi.org/10.1007/978-3-540-47856-0_9"
"Back, K.",Asset pricing for general processes,1991-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/0304-4068(91)90037-t,,80,"https://api.elsevier.com/content/article/PII:030440689190037T?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:030440689190037T?httpAccept=text/plain
http://dx.doi.org/10.1016/0304-4068(91)90037-t"
"Kardaras, C.",Finitely Additive Probabilities and the Fundamental Theorem of Asset Pricing,2010-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-642-03479-4_2,,81,"http://link.springer.com/content/pdf/10.1007/978-3-642-03479-4_2.pdf
http://dx.doi.org/10.1007/978-3-642-03479-4_2"
"Roy, R.",A six‐factor asset pricing model: The Japanese evidence,2021-02-28 00:00:00,SupportedSources.CROSSREF,10.1002/cfp2.1109,,82,"https://onlinelibrary.wiley.com/doi/pdf/10.1002/cfp2.1109
https://onlinelibrary.wiley.com/doi/full-xml/10.1002/cfp2.1109
https://onlinelibrary.wiley.com/doi/pdf/10.1002/cfp2.1109
http://dx.doi.org/10.1002/cfp2.1109"
"B. Acciaio,M. Beiglböck,F. Penkner,W. Schachermayer",A MODEL-FREE VERSION OF THE FUNDAMENTAL THEOREM OF ASSET PRICING AND THE SUPER-REPLICATION THEOREM,2013-12-06 00:00:00,SupportedSources.INTERNET_ARCHIVE,10.1111/mafi.12060,"We propose a Fundamental Theorem of Asset Pricing and a Super-Replication Theorem in a model-independent framework. We prove these theorems in the setting of finite, discrete time and a market consisting of a risky asset S as well as options written on this risky asset. As a technical condition, we assume the existence of a traded option with a superlinearly growing payoff-function, e.g., a power option. This condition is not needed when sufficiently many vanilla options maturing at the horizon T are traded in the market. KEY WORDS: model-independent pricing, fundamental theorem of asset pricing, super-replication theorem. The authors thank Marcel Nutz and Miklós Rásonyi for useful comments that led to an improvement of the paper. B.",83,https://web.archive.org/web/20170706104736/http://www.mat.univie.ac.at/~schachermayer/pubs/preprnts/prpr0157.pdf
"Schaefer, S.",Asset Pricing: Derivative Assets,2001-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/b0-08-043076-7/02266-x,,84,"https://api.elsevier.com/content/article/PII:B008043076702266X?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:B008043076702266X?httpAccept=text/plain
http://dx.doi.org/10.1016/b0-08-043076-7/02266-x"
Claudio Fontana,"A note on arbitrage, approximate arbitrage and the fundamental theorem of asset pricing",2014-04-29 00:00:00,SupportedSources.INTERNET_ARCHIVE,10.1080/17442508.2014.895358,"We provide a critical analysis of the proof of the fundamental theorem of asset pricing given in the paper ""Arbitrage and approximate arbitrage: the fundamental theorem of asset pricing"" by B. Wong and C.C. Heyde (Stochastics, 2010) in the context of incomplete It\^o-process models. We show that their approach can only work in the known case of a complete financial market model and give an explicit counterexample.",85,https://web.archive.org/web/20151010213828/https://hal.inria.fr/hal-00818487/file/RR-8292.pdf
