authors,title,pub_date,source,doi,abstract,rank,url
W. Schachermayer,Fundamental Theorem of Asset Pricing,2010-05-15 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1002/9780470061602.EQF04002,"The fundamental theorem of asset pricing states that the absence of arbitrage in a market (model) is essentially equivalent to the existence of an equivalent probability measure Q under which the prices of tradable securities have the martingale property. We give a precise formulation of this theorem and discuss the origins and history of this theorem, which is one of the pillars of mathematical finance. 
 
 
Keywords: 
 
martingale measures; 
arbitrage; 
no free lunch",12,"https://www.semanticscholar.org/paper/afc6373f9d7a6d14db39cc3cb5ea4ef684ebf852
http://www.mat.univie.ac.at/~schachermayer/pubs/preprnts/prpr0141a.pdf"
"Guasoni, P.,Rásonyi, M.,Schachermayer, W.",The fundamental theorem of asset pricing for continuous processes under small transaction costs,2008-12-09 00:00:00,SupportedSources.CROSSREF,10.1007/s10436-008-0110-x,,13,"http://link.springer.com/content/pdf/10.1007/s10436-008-0110-x.pdf
http://link.springer.com/article/10.1007/s10436-008-0110-x/fulltext.html
http://link.springer.com/content/pdf/10.1007/s10436-008-0110-x
http://dx.doi.org/10.1007/s10436-008-0110-x"
"Patrizia Berti,Luca Pratelli,Pietro Rigo",Two versions of the fundamental theorem of asset pricing,2014-02-14 20:18:37+00:00,SupportedSources.ARXIV,,"Let $L$ be a convex cone of real random variables on the probability space
$(\Omega,\mathcal{A},P_0)$. The existence of a probability $P$ on $\mathcal{A}$
such that $$ P \sim P_0,\quad E_P \abs{X}< \infty\, \text{ and } \, E_P(X) \leq
0\, \text{ for all }X \in L $$ is investigated. Two results are provided. In
the first, $P$ is a finitely additive probability, while $P$ is
$\sigma$-additive in the second. If $L$ is a linear space then $-X\in L$
whenever $X\in L$, so that $E_P(X)\leq 0$ turns into $E_P(X)=0$. Hence, the
results apply to various significant frameworks, including equivalent
martingale measures and equivalent probability measures with given marginals.",14,"http://arxiv.org/pdf/1402.3570v1
http://arxiv.org/abs/1402.3570v1
http://arxiv.org/pdf/1402.3570v1"
"Pham, H.,Touzi, N.",The fundamental theorem of asset pricing with cone constraints,1999-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/s0304-4068(97)00059-1,,15,"https://api.elsevier.com/content/article/PII:S0304406897000591?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0304406897000591?httpAccept=text/plain
http://dx.doi.org/10.1016/s0304-4068(97)00059-1"
A. Lyasoff,The Two Fundamental Theorems of Asset Pricing for a Class of Continuous Time Financial Markets,2011-07-27 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.2139/ssrn.2042855,"The paper is concerned with the first and the second fundamental theorems of asset pricing in the case of non-exploding financial markets, in which the excess-returns from risky securities represent continuous semimartingales with absolutely continuous predictable characteristics. For such markets, the notions of ""arbitrage'' and ""completeness'' are characterized as properties of the distribution law of the excess-returns. It is shown that any form of arbitrage is tantamount to guaranteed arbitrage, which leads to a somewhat stronger version of the first fundamental theorem. New proofs of the first and the second fundamental theorems, which rely exclusively on methods from stochastic analysis, are established.",16,https://www.semanticscholar.org/paper/2270f823b4f375c30fa6161047c96fb91ff0468c
"Herzberg, F.",Excursion to Financial Economics: A Radically Elementary Approach to the Fundamental Theorems of Asset Pricing,2012-09-18 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-642-33149-7_5,,17,"http://link.springer.com/content/pdf/10.1007/978-3-642-33149-7_5
http://dx.doi.org/10.1007/978-3-642-33149-7_5"
"Gupta, A.,Zeng, W.,Wu, Y.",Asset Pricing Theory,2010-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-0-8176-4987-6_10,,18,"http://link.springer.com/content/pdf/10.1007/978-0-8176-4987-6_10.pdf
http://dx.doi.org/10.1007/978-0-8176-4987-6_10"
,Asset Pricing Theory,2010-09-07 00:00:00,SupportedSources.CROSSREF,10.1002/9781118267790.ch17,,19,"https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118267790.ch17
https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118267790.ch17
http://dx.doi.org/10.1002/9781118267790.ch17"
"Zeng, Q.",Asset Pricing Theory,2011-08-19 00:00:00,SupportedSources.CROSSREF,10.1111/j.1475-4932.2011.00756.x,,20,"https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1475-4932.2011.00756.x
http://onlinelibrary.wiley.com/wol1/doi/10.1111/j.1475-4932.2011.00756.x/fullpdf
http://dx.doi.org/10.1111/j.1475-4932.2011.00756.x"
"R. Karandikar,B. V. Rao",On the Second Fundamental Theorem of Asset Pricing,2015-12-12 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.31390/COSA.10.1.05,"Let $X^1,\ldots, X^d$ be sigma-martingales on $(\Omega,{\cal F}, P)$. We show that every bounded martingale (with respect to the underlying filtration) admits an integral representation w.r.t. $X^1,\ldots, X^d$ if and only if there is no equivalent probability measure (other than $P$) under which $X^1,\ldots,X^d$ are sigma-martingales. 
From this we deduce the second fundamental theorem of asset pricing- that completeness of a market is equivalent to uniqueness of Equivalent Sigma-Martingale Measure (ESMM).",21,"https://www.semanticscholar.org/paper/ad176767a640be43ed0992bc5ca54e35d18318a5
https://digitalcommons.lsu.edu/cgi/viewcontent.cgi?article=1396&context=cosa"
"Delbaen, F.,Schachermayer, W.",The Fundamental Theorem of Asset Pricingfor Unbounded Stochastic Processes (1998),None,SupportedSources.CROSSREF,10.1007/978-3-540-31299-4_14,,22,"http://link.springer.com/content/pdf/10.1007/978-3-540-31299-4_14.pdf
http://dx.doi.org/10.1007/978-3-540-31299-4_14"
"Alvarez-Samaniego, B.,Orrillo, J.",The fundamental theorem of asset pricing under default and collateral in finite discrete time,2006-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.jmaa.2005.06.084,,23,"https://api.elsevier.com/content/article/PII:S0022247X05006529?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0022247X05006529?httpAccept=text/plain
http://dx.doi.org/10.1016/j.jmaa.2005.06.084"
"Villadsen, B.,Vilbert, M.,Harris, D.,Lawrence Kolbe, A.",Financial Asset Pricing Principles,2017-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/b978-0-12-812587-8.00003-4,,24,"https://api.elsevier.com/content/article/PII:B9780128125878000034?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:B9780128125878000034?httpAccept=text/plain
http://dx.doi.org/10.1016/b978-0-12-812587-8.00003-4"
"JIN, H.,ZHOU, X.",A FUNDAMENTAL THEOREM OF ASSET PRICING IN CONTINUOUS TIME WITH SQUARE INTEGRABLE PORTFOLIOS,2007-01-01 00:00:00,SupportedSources.CROSSREF,10.1142/9789812790552_0008,,25,http://dx.doi.org/10.1142/9789812790552_0008
"Frittelli, M.,Lakner, P.",Arbitrage and Free Lunch in a General Financial Market Model; The Fundamental Theorem of Asset Pricing,1995-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-1-4757-2435-6_7,,26,"http://link.springer.com/content/pdf/10.1007/978-1-4757-2435-6_7
http://dx.doi.org/10.1007/978-1-4757-2435-6_7"
"Delbaen, F.,Schachermayer, W.",The fundamental theorem of asset pricing for unbounded stochastic processes,1998-10-01 00:00:00,SupportedSources.CROSSREF,10.1007/s002080050220,,27,"http://link.springer.com/content/pdf/10.1007/s002080050220.pdf
http://link.springer.com/article/10.1007/s002080050220/fulltext.html
http://link.springer.com/content/pdf/10.1007/s002080050220
http://dx.doi.org/10.1007/s002080050220"
"Roux, A.",The fundamental theorem of asset pricing in the presence of bid-ask and interest rate spreads,2011-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.jmateco.2010.12.004,,28,"https://api.elsevier.com/content/article/PII:S0304406811000085?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0304406811000085?httpAccept=text/plain
http://dx.doi.org/10.1016/j.jmateco.2010.12.004"
F. Biagini,Second Fundamental Theorem of Asset Pricing,2010-05-15 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1002/9780470061602.EQF04008,"The second fundamental theorem of asset pricing concerns the mathematical characterization of the economic concept of market completeness for liquid and frictionless markets. The theorem establishes the mathematical necessary and sufficient conditions in order to guarantee that every contingent claim on the market can be duplicated with a portfolio of primitive assets. For finite asset economies, completeness (i.e., perfect replication of every claim on the market by admissible self-financing strategies) is equivalent to uniqueness of the equivalent martingale measure. This result can be extended to market models with an infinite number of assets by defining completeness in terms of approximate replication of claims by attainable ones. 
 
 
Keywords: 
 
market completeness; 
equivalent martingale measure; 
predictable representation property",29,https://www.semanticscholar.org/paper/14fd099e41babf38f5af0f56f8c0dea326748bab
A. Lyasoff,THE TWO FUNDAMENTAL THEOREMS OF ASSET PRICING FOR A CLASS OF CONTINUOUS‐TIME FINANCIAL MARKETS,2014-07-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1111/j.1467-9965.2012.00530.x,"The paper is concerned with the first and the second fundamental theorems of asset pricing in the case of nonexploding financial markets, in which the excess‐returns from risky securities represent continuous semimartingales with absolutely continuous predictable characteristics. For such markets, the notions of “arbitrage” and “completeness” are characterized as properties of the distribution law of the excess‐returns. It is shown that any form of arbitrage is tantamount to guaranteed arbitrage, which leads to a somewhat stronger version of the first fundamental theorem. New proofs of the first and the second fundamental theorems, which rely exclusively on methods from stochastic analysis, are established.",30,https://www.semanticscholar.org/paper/29e49c79fb95e97332c7d108610c79c22afc7963
"Rajeeva L Karandikar,B V Rao",On the Second Fundamental Theorem of Asset Pricing,2015-12-12 06:33:13+00:00,SupportedSources.ARXIV,,"Let $X^1,\ldots, X^d$ be sigma-martingales on $(\Omega,{\cal F}, P)$. We show
that every bounded martingale (with respect to the underlying filtration)
admits an integral representation w.r.t. $X^1,\ldots, X^d$ if and only if there
is no equivalent probability measure (other than $P$) under which
$X^1,\ldots,X^d$ are sigma-martingales.
  From this we deduce the second fundamental theorem of asset pricing- that
completeness of a market is equivalent to uniqueness of Equivalent
Sigma-Martingale Measure (ESMM).",31,"http://arxiv.org/pdf/1512.03881v1
http://arxiv.org/abs/1512.03881v1
http://arxiv.org/pdf/1512.03881v1"
"Vorfeld, M.",Grundlagen des Asset Pricing,2009-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-8349-8243-8_2,,32,"http://link.springer.com/content/pdf/10.1007/978-3-8349-8243-8_2.pdf
http://dx.doi.org/10.1007/978-3-8349-8243-8_2"
,"092060 (E50, M11) The fundamental theorem of asset pricing for unbounded stochastic processes",1997-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/s0167-6687(97)80683-x,,33,"https://api.elsevier.com/content/article/PII:S016766879780683X?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S016766879780683X?httpAccept=text/plain
http://dx.doi.org/10.1016/s0167-6687(97)80683-x"
"Kardaras, C.",Finitely Additive Probabilities and the Fundamental Theorem of Asset Pricing,2010-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-642-03479-4_2,,34,"http://link.springer.com/content/pdf/10.1007/978-3-642-03479-4_2.pdf
http://dx.doi.org/10.1007/978-3-642-03479-4_2"
"Munk, C.",A Review of General Asset Pricing Theory,2011-06-30 00:00:00,SupportedSources.CROSSREF,10.1093/acprof:oso/9780199575084.003.0004,,35,http://dx.doi.org/10.1093/acprof:oso/9780199575084.003.0004
"Markus Leippold,Meriton Ibraimi",Fundamental Theorem of Asset Pricing on Measurable Spaces Under Uncertainty,2013-05-11 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.2139/ssrn.2257882,"It is common in the financial mathematics literature to start by fixing a probability space $(\Omega,\mathcal F,\mathbb P)$, on which the underlying price process is defined. We depart from this route in that we do not fix the prior $\mathbb P$. Under very general assumptions, we recover the Fundamental Theorem of Asset Pricing in discrete time under either a multiple-priors or a prior-free setting. We only require that $(\Omega, \mathcal F)$ is a measurable space, while the multiple priors can be non-equivalent. Furthermore, the initial price of our market model does not need to be constant, but only measurable.",36,"https://www.semanticscholar.org/paper/6ca6bd70cd2936a5e4e31f3348cf971721e62f9f
https://www.zora.uzh.ch/id/eprint/90693/1/SSRN-id2257882.pdf"
"Protter, P.",A partial introduction to financial asset pricing theory,2001-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/s0304-4149(00)00064-8,,37,"https://api.elsevier.com/content/article/PII:S0304414900000648?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0304414900000648?httpAccept=text/plain
http://dx.doi.org/10.1016/s0304-4149(00)00064-8"
,Mathematics of Asset Pricing,2004-01-12 00:00:00,SupportedSources.CROSSREF,10.1017/cbo9780511806643.005,,38,"https://www.cambridge.org/core/services/aop-cambridge-core/content/view/09E73193A422329BE9BDBEE246663A17
http://dx.doi.org/10.1017/cbo9780511806643.005"
,Equilibrium Asset Pricing: A General Theory,2011-01-01 00:00:00,SupportedSources.CROSSREF,10.1142/9781848166332_0018,,39,http://dx.doi.org/10.1142/9781848166332_0018
,Introduction to Modern Asset Pricing,2008-01-01 00:00:00,SupportedSources.CROSSREF,10.1142/9789812832504_0001,,40,http://dx.doi.org/10.1142/9789812832504_0001
,Portfolio Theory and Asset Pricing,2015-09-26 00:00:00,SupportedSources.CROSSREF,10.1002/9781119199328.ch7,,41,"http://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2F9781119199328.ch7
https://onlinelibrary.wiley.com/doi/full/10.1002/9781119199328.ch7
http://dx.doi.org/10.1002/9781119199328.ch7"
"Back, K.,Pliska, S.",On the fundamental theorem of asset pricing with an infinite state space,1991-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/0304-4068(91)90014-k,,42,"https://api.elsevier.com/content/article/PII:030440689190014K?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:030440689190014K?httpAccept=text/plain
http://dx.doi.org/10.1016/0304-4068(91)90014-k"
"Luo, D.",Two essays on asset pricing,None,SupportedSources.CROSSREF,10.5353/th_b4819935,,43,http://dx.doi.org/10.5353/th_b4819935
"Allingham, M.",Existence Theorems in the Capital Asset Pricing Model,1991-01-01 00:00:00,SupportedSources.CROSSREF,10.2307/2938180,,44,http://dx.doi.org/10.2307/2938180
"Berger, J.,Svindland, G.","A separating hyperplane theorem, the fundamental theorem of asset pricing, and Markov's principle",2016-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.apal.2016.05.003,,45,"https://api.elsevier.com/content/article/PII:S0168007216300756?httpAccept=text/plain
https://api.elsevier.com/content/article/PII:S0168007216300756?httpAccept=text/xml
http://dx.doi.org/10.1016/j.apal.2016.05.003"
F. Fabozzi,Asset Pricing Theories,2012-01-09 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1002/9781118267059.CH5,"Asset pricing models, the subject of this chapter, describe the relationship between risk and expected return. When we refer to asset pricing models in this chapter, we mean the expected return investors require given the risk associated with an investment. The most well-known equilibrium pricing models are the capital asset pricing model (CAPM) developed in the 1960s and its subsequent extensions. We also describe the arbitrage pricing theory (APT), an asset pricing model developed in the mid-1970s.",46,https://www.semanticscholar.org/paper/6085d360a1be84e01a3812a631b82d0622eaef47
S. Cho,A General Framework for Asset Pricing,2012-05-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.17256/JER.2012.17.1.002,"Gerber and Shiu (1994) and Henne and Reichling (2006) have independently derived similar stochastic discount factor asset pricing principles in justifying their arguments regarding asset pricing. In this paper, we show that if we slightly modify the two principles, they reach the same asset pricing principle. To be speci fic, in deriving their pricing principles, both Gerber and Shiu (1994) and Henne and Reichling (2006) deal with the case of a single risk-free asset and a single risky asset for which Gerber and Shiu (1994) further assume a financial derivative. Here, we simply extend their logic to portfolios of the entire capital market, in line with the portfolio theory by Markowitz (1952, 1956, 1959), Sharpe (1964), Lintner (1965), and Mossin (1966), to make the two principles converge to each other. And based on the converged version of the pricing principles, we show that the capital asset pricing model by Sharpe (1964), Lintner (1965), and Mossin (1966), the capital asset pricing model with time-dependent beta by Henne and Reichling (2006), the arbitrage pricing theory by Ross (1976), the Gerber-Shiu model by Gerber and Shiu (1994) (a generalization of the Black-Scholes model by Black and Scholes (1973) and Merton (1973b)), and the Esscher insurance premium pricing principle by Buhlmann (1980) can all be derived under a unified pricing principle.",47,https://www.semanticscholar.org/paper/d6c2cc8ead36f08547e56806f0cdc0c2423020f1
Jen-Chang Liu,評論衍生性金融商品教科書與闡述資產訂價基本定理 (Reviewing the Textbooks of Derivatives and Demonstrating the Fundamental Theorem of Asset Pricing),2014-04-12 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.2139/SSRN.2424338,"Chinese Abstract: 風險中立訂價是衍生性商品理論之基石，但中文教科書皆未說明無套利機會隱含風險中立測度存在之事實。本研究闡述風險中立訂價理論之基礎：資產訂價基本定理。雖然，學術界具有嚴格之論文審核制度，卻無教科書之評審制度，導致大專教師在斟酌學術著作產出與教科書著作產出之成本與效益後，往往撰寫教科書，造成教科書林立，內容良莠不齊之現況。本研究作者率先起義，補充三冊知名教科書對定價理論陳述不足之處，且評論其缺點與優點，再界定部分值得其他教科書採用，卻無著作權爭議之撰寫形式。本研究再深度評論第四本新出版之教科書，將其與既有教科書作詳細比較，得以討論著作權議題，並且對教科書作者提出具體建議，以避免可能違反著作權法之爭議。本研究呼籲對傳統學術研究缺乏興趣之大專教師，投入教科書評論工作，且以著作或技術報告形式發表，為台灣大專教育與出版界注入革新與成長動力。English Abstract: Risk-neutral valuation is the foundation of modern derivative pricing theory. However, Chinese textbooks do not clarify the fact that no-arbitrage conditions implies the existence of risk-neutral probability. This paper demonstrates the core of the risk-neutral valuation - the fundamental theorem of asset pricing. Although there has been mature reviewing tradition in academic papers, there is no similar tradition in related textbooks. As a result, some young scholars are inclined to write textbooks after scrutinizing the cost and benefits of writing writing for education. Consequently, we witness a growing tide of textbooks of mixed quality. This paper makes the first attempt to ameliorate the description of risk-neutral valuation in three famous textbooks on the subject of derivatives, as well as discussing their respective pros and cons. This paper also highlights some textbook formats and styles which facilitate learning and entail no copyright issues if we make use of them. Finally, this paper also examines a fourth new textbook and compares it with the aforementioned three. Some evidence of copyright violation in the fourth textbook is highlighted in this paper. College faculties are encouraged to point out and to review some popular textbooks in the form of academic papers or technical reports. Such effort will improve textbook quality and promote higher standards in college education.",48,https://www.semanticscholar.org/paper/0611907a5f1d254a2ad04730ae5f5eaf526dbead
"Wang, Z.",Three Essays on Asset Pricing,None,SupportedSources.CROSSREF,10.25148/etd.fi09080603,,49,http://dx.doi.org/10.25148/etd.fi09080603
Zeqian Chen,A Non-commutative Version of the Fundamental Theorem of Asset Pricing,2001-12-26 06:27:29+00:00,SupportedSources.ARXIV,,"In this note, a non-commutative analogue of the fundamental theorem of asset
pricing in mathematical finance is proved.",50,"http://arxiv.org/pdf/quant-ph/0112159v2
http://arxiv.org/abs/quant-ph/0112159v2
http://arxiv.org/pdf/quant-ph/0112159v2"
"Vishwanath, S.",The Capital Asset Pricing Model and Arbitrage Pricing Theory: Theory,2009-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-540-88802-4_4,,51,"http://link.springer.com/content/pdf/10.1007/978-3-540-88802-4_4.pdf
http://dx.doi.org/10.1007/978-3-540-88802-4_4"
"P. Berti,L. Pratelli,P. Rigo",Two versions of the fundamental theorem of asset pricing,2014-02-14 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1214/EJP.V20-3321,"Let L be a convex cone of real random variables on the probability space (,A,P0). The existence of a probability P on A such that PP0, EP|X| < 1 and EP(X) � 0 for all X 2 L is investigated. Two results are provided. In the first, P is a finitely additive probability, while P is �-additive in the second. If L is a linear space then X 2 L whenever X 2 L, so that EP(X) � 0 turns into EP(X) = 0. Hence, the results apply to various significant frameworks, including equivalent mar- tingale measures and equivalent probability measures with given marginals.",52,"https://www.semanticscholar.org/paper/2821c4e2cdd72d79bcc8b4ec4b1d6e9b3b78a2b4
https://projecteuclid.org/journals/electronic-journal-of-probability/volume-20/issue-none/Two-versions-of-the-fundamental-theorem-of-asset-pricing/10.1214/EJP.v20-3321.pdf"
Gabriel Frahm,The Fundamental Theorem of Asset Pricing for Liquid Financial Markets,2013-04-13 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.2139/ssrn.2409201,"A financial market is said to be liquid if each contingent claim can be traded at every time. Let E be the evolution of asset prices and F a general flow of information that encompasses E . The market is said to be sensitive to F if E “fully reflects” or “rapidly adjusts to” the information flow F . The exact meaning of “fully reflects” and “rapidly adjusts to” is specified in terms of martingale theory and it is demonstrated that market sensitivity is intimately connected to different notions of the Efficient-Market Hypothesis. Further, the market is said to be arbitrage free if there is no dominance and no free lunch with vanishing risk. Let P be the real-world probability measure. It is shown that every liquid financial market contains a numeraire asset such that each discounted price process is a P-martingale with respect to F if and only if it is arbitrage free and sensitive to F . Moreover, the numeraire asset is growth optimal on F and unique. Hence, if the financial market is arbitrage free, sensitive, and liquid, risk-neutral and real-world valuation coincide. This is a fundamental theorem of asset pricing and leads to a substantial generalization of Samuelson’s martingale hypothesis.",53,https://www.semanticscholar.org/paper/087b1faee122191473cbd99b47f68df5f4c08736
R. Jarrow,The Third Fundamental Theorem of Asset Pricing,2012-06-14 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.2139/ssrn.2007112,"The importance of market efficiency to derivative pricing is not well understood. The purpose of this paper is to explain this connection using the third fundamental theorem of asset pricing. The third fundamental theorem of asset pricing characterizes the conditions under which an equivalent martingale probability measure exists in an economy. Noting that the existence of an equivalent martingale probability measure is both necessary and sufficient for the market being informationally efficient, we prove that in a complete market, the market being efficient is both necessary and sufficient for the validity of the risk neutral valuation methodology.",54,https://www.semanticscholar.org/paper/f98a7dbeab11ed70e04910d70084587b67f3b4f5
