authors,title,pub_date,source,doi,abstract,rank,url
"D Schmeidler,F Maccheroni,I Gilboa,J Dow,L Epstein,L Wasserman,M Marinacci,P J Huber,P Wakker,P Walley,R Feynman,S G Peng,S G Peng,S G Peng,S G Peng,S G Peng,S G Peng,S G Peng,S G Peng,Z J Chen,Z J Chen,ZengJing Chen",Strong laws of large numbers for sub-linear expectations,2017-04-27 00:00:00,SupportedSources.CORE,10.1007/s11425-015-5095-0,"We investigate three kinds of strong laws of large numbers for capacities
with a new notion of independently and identically distributed (IID) random
variables for sub-linear expectations initiated by Peng. It turns out that
these theorems are natural and fairly neat extensions of the classical
Kolmogorov's strong law of large numbers to the case where probability measures
are no longer additive. An important feature of these strong laws of large
numbers is to provide a frequentist perspective on capacities.Comment: 10 page",10,http://arxiv.org/abs/1006.0749
Christopher Lazda,Fundamental groups and good reduction criteria for curves over positive characteristic local fields,2016-04-20 16:29:12+00:00,SupportedSources.ARXIV,,"In this article I define and study the overconvergent rigid fundamental group
of a variety over an equicharacteristic local field. This is a non-abelian
$(\varphi,\nabla)$-module over the bounded Robba ring $\mathcal{E}_K^\dagger$,
whose underlying unipotent group (after base changing to the Amice ring
$\mathcal{E}_K$) is exactly the classical rigid fundamental group. I then use
this to prove an equicharacteristic, $p$-adic analogue of Oda's theorem that a
semistable curve over a $p$-adic field has good reduction iff the Galois action
on its $\ell$-adic unipotent fundamental group is unramified.",11,"http://arxiv.org/pdf/1604.06024v2
http://arxiv.org/abs/1604.06024v2
http://arxiv.org/pdf/1604.06024v2"
"Francis X. Diebold,Heiko Ebens,Tim Bollerslev,Torben G. Andersen",The Distribution of Stock Return Volatility,None,SupportedSources.CORE,,"We exploit direct model-free measures of daily equity return volatility and correlation obtained from high-frequency intraday transaction prices on individual stocks in the Dow Jones Industrial Average over a five-year period to confirm, solidify and extend existing characterizations of stock return volatility and correlation We find that the unconditional distributions of the variances and covariances for all thirty stocks are leptokurtic and highly skewed to the right, while the logarithmic standard deviations and correlations all appear approximately Gaussian. Moreover, the distributions returns scaled by the realized standard deviations are also Gaussian. Furthermore, the realized logarithmic standard deviations and correlations all show strong dependence and appear to be well described by long-memory processes, consistent with our documentation of remarkably precise scaling laws under temporal aggregation. Our results also show that positive returns have less impact on future variances and correlations than negative returns of the same absolute magnitude, although the economic importance of this asymmetry is minor. Finally, there is strong evidence that equity volatilities and correlations move together, thus diminishing the benefits to diversification when the market is most volatile. By explicitly incorporating each of these stylized facts, our findings set the stage for improved high-dimensional volatility modeling and out-of-sample forecasting, which in turn hold promise for the development of better decision making in practical situations of risk management, portfolio allocation, and asset pricing.",12,https://core.ac.uk/download/pdf/6649915.pdf
V. Potì,A Minimum Discrepancy Formulation of Stochastic Dominance Analysis and Implications for Asset Pricing,2014-09-28 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.2139/SSRN.2498781,"In this paper, we offer a MD (Minimum Discrepancy) reformulation of the estimation and inference problem that arises in SD analysis, delivering a method that retains the desirable properties of optimal GMM while offering better higher order ones and, most importantly, without requiring the estimation of the weighting matrix, which is typically unstable and, especially when the cross-section of test-asset payoffs is large compared to the sample period length, subject to substantial sampling error. Moreover, when testing for stochastic dominance/efficiency of a given evaluated portfolio, our method makes it straightforward to impose a no short sales restriction on the admissible allocations to the test assets. While important in practice in certain circumstance, this is instead very hard, if not impossible, in a traditional GMM setting. In an empirical application using 51 years of data on portfolios formed sorting stocks on size and size and book-to-market, we find that, under decreasing absolute risk aversion (DARA) as well as more restrictive parametric specifications of the utility function, the market portfolio is stochastically dominated by the size and book to market portfolios while it compares favorably to the size portfolios.",13,https://www.semanticscholar.org/paper/2cee25b8792328eb19bc27f2fc9f2653b5cf2824
Pierre-Olivier Weill,Liquidity premia in dynamic bargaining markets,2008-01-01 00:00:00,SupportedSources.INTERNET_ARCHIVE,10.1016/j.jet.2007.08.004,"This paper develops a search-theoretic model of the cross-sectional distribution of asset returns, abstracting from risk premia and focusing exclusively on liquidity. I derive a float-adjusted return model (FARM), explaining the pricing of liquidity with a simple linear formula: In equilibrium, the liquidity spread of an asset is proportional to the inverse of its free float, the portion of its market capitalization available for sale. This suggests that the free float is an appropriate measure of liquidity, consistent with the linear specifications commonly estimated in the empirical literature. The qualitative predictions of the model corroborate much of the empirical evidence.",14,https://web.archive.org/web/20030816001055/http://www.stanford.edu:80/~poweill/liqp12.pdf
"Hoi Ying Wong,Mei Choi Chiu",Homotopy Analysis Method for Boundary-Value Problem of Turbo Warrant Pricing under Stochastic Volatility,2013-01-01 00:00:00,SupportedSources.INTERNET_ARCHIVE,10.1155/2013/682524,"Turbo warrants are liquidly traded financial derivative securities in over-the-counter and exchange markets in Asia and Europe. The structure of turbo warrants is similar to barrier options, but a lookback rebate will be paid if the barrier is crossed by the underlying asset price. Therefore, the turbo warrant price satisfies a partial differential equation (PDE) with a boundary condition that depends on another boundary-value problem (BVP) of PDE. Due to the highly complicated structure of turbo warrants, their valuation presents a challenging problem in the field of financial mathematics. This paper applies the homotopy analysis method to construct an analytic pricing formula for turbo warrants under stochastic volatility in a PDE framework.",15,https://web.archive.org/web/20170823004656/http://downloads.hindawi.com/journals/aaa/2013/682524.pdf
"Andres Carvajal,Alvaro Jose Riascos",Identification of Individual Demands from Market Data under Uncertainty,2008-01-11 00:00:00,SupportedSources.INTERNET_ARCHIVE,10.2202/1935-1704.1420,"We show that, even under incomplete markets, the equilibrium manifold identifies individual demands everywhere in their domains. Under partial observation of the manifold, we determine maximal subsets of the domains on which identification holds. For this, we assume conditions of smoothness, interiority and regularity. It is crucial that there be date-zero consumption. As a by-product, we develop some duality theory under incomplete markets.",16,https://web.archive.org/web/20170923012736/http://wrap.warwick.ac.uk/31/1/WRAP_Carvajal_im_bepress.pdf
Alex Augusto Timm Rathke,"Transfer pricing manipulation, tax penalty cost and the impact of foreign profit taxation",2015-08-16 18:11:55+00:00,SupportedSources.ARXIV,,"This paper analizes the optimal level of transfer pricing manipulation when
the expected tax penalty is a function of the tax enforcement and the market
price parameter. The arm's length principle implies the existence of a range of
acceptable prices shaped by market, and firms can manipulate transfer prices
more freely if market price range is wide, or if its delimitations are
difficult to determine. Home taxation of foreign profits can reduce income
shifting incentive, depending on the portion of repatriation for tax purposes.
We find that the limited tax credit rule tends to be a less efficient measure,
nonetheless it is the most widely adopted rule by countries, so to spark the
perspective of more powerful approaches for taxation of foreign profits.",17,"http://arxiv.org/pdf/1508.03853v1
http://arxiv.org/abs/1508.03853v1
http://arxiv.org/pdf/1508.03853v1"
Piotr Frackiewicz,Quantum information approach to normal representation of extensive games,2011-07-16 18:42:17+00:00,SupportedSources.ARXIV,,"We modify the concept of quantum strategic game to make it useful for
extensive form games. We prove that our modification allows to consider the
normal representation of any finite extensive game using the fundamental
concepts of quantum information. The Selten's Horse game and the general form
of two-stage extensive game with perfect information are studied to illustrate
a potential application of our idea. In both examples we use
Eisert-Wilkens-Lewenstein approach as well as Marinatto-Weber approach to
quantization of games.",18,"http://arxiv.org/pdf/1107.3245v2
http://arxiv.org/abs/1107.3245v2
http://arxiv.org/pdf/1107.3245v2"
"Seunghyun Lee,Hyungbin Park",Conditions for bubbles to arise under heterogeneous beliefs,2021-10-19 00:00:00,SupportedSources.INTERNET_ARCHIVE,,"This paper studies the equilibrium price of a continuous time asset traded in a market with heterogeneous investors. We consider a positive mean reverting asset and two groups of investors who have different beliefs on the speed of mean reversion and the mean level. We provide an equivalent condition for bubbles to exist and show that price bubbles may not form even though there are heterogeneous beliefs. This condition is directly related to the drift term of the asset. In addition, we characterize the minimal equilibrium price as a unique C^2 solution of a differential equation and express it using confluent hypergeometric functions.",19,https://web.archive.org/web/20211024104027/https://arxiv.org/pdf/2012.13753v2.pdf
"N. Huth,F. Abergel",The times change: multivariate subordination. Empirical facts,2012-01-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1080/14697688.2010.481635,"The management of correlation risk is of the utmost importance in several areas of investment banking: multi-asset derivatives pricing and hedging, optimal asset allocation, risk management, statistical arbitrage and many others.§ However, the modeling of correlation as a time-dependent quantity—as opposed to that of the volatility, say—is still in its infancy. In this article, we present a mechanism for the presence of a stochastic covariance matrix in financial markets, and provide an explanation for the returns' heavy tailed joint distribution. This mechanism relies on sampling returns according to an appropriate event time. Using CAC 40 high-frequency data, we compare the predictions of our model with real-world statistics and find very good agreement. §Even single asset derivatives desks are sensitive to shifts in correlation if, for instance, they are focused on a specific sectorial or geographic exposure.",20,"https://www.semanticscholar.org/paper/395f412578d931d1c3a0989ebe8b936dba68e0c0
https://hal.archives-ouvertes.fr/hal-00620841/file/14697688.2010.pdf"
"Jeroen C. Rozendaal,Yannick Malevergne,Didier Sornette","Macroeconomic Dynamics of Assets, Leverage and Trust",2016-01-01 00:00:00,SupportedSources.INTERNET_ARCHIVE,10.1142/s0218127416501339,"A macroeconomic model based on the economic variables (i) assets, (ii) leverage (defined as debt over asset) and (iii) trust (defined as the maximum sustainable leverage) is proposed to investigate the role of credit in the dynamics of economic growth, and how credit may be associated with both economic performance and confidence. Our first notable finding is the mechanism of reward/penalty associated with patience, as quantified by the return on assets. In regular economies where the EBITA/Assets ratio is larger than the cost of debt, starting with a trust higher than leverage results in the highest long-term return on assets (which can be seen as a proxy for economic growth). Our second main finding concerns a recommendation for the reaction of a central bank to an external shock that affects negatively the economic growth. We find that late policy intervention in the model economy results in the highest long-term return on assets and largest asset value. But this comes at the cost of suffering longer from the crisis until the intervention occurs. The phenomenon can be ascribed to the fact that postponing intervention allows trust to increase first, and it is most effective to intervene when trust is high. These results derive from two fundamental assumptions underlying our model: (a) trust tends to increase when it is above leverage; (b) economic agents learn optimally to adjust debt for a given level of trust and amount of assets. Using a Markov Switching Model for the EBITA/Assets ratio, we have successfully calibrated our model to the empirical data of the return on equity of the EURO STOXX 50 for the time period 2000-2013. We find that dynamics of leverage and trust can be highly non-monotonous with curved trajectories, as a result of the nonlinear coupling between the variables.",21,https://web.archive.org/web/20200918213530/https://arxiv.org/pdf/1512.03618v1.pdf
"João F. Gomes,L. Schmid",Equilibrium Asset Pricing with Leverage and Default,2019-08-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.2139/ssrn.2777819,"We develop a general equilibrium model linking the pricing of stocks and corporate bonds to endogenous movements in corporate leverage and aggregate volatility. Our equilibrium model with heterogeneous firms making optimal investment and financing decisions under uncertainty connects fluctuations in quantities and asset prices to movements in the cross-sectional distribution of firms. Countercyclical leverage drives predictable variation in risk premia, and debt-financed growth option exercise generates a high value premium. Endogenous default drives countercyclical credit spreads that are propagated into the real economy through their effects on investment. Endogenous leverage comes with higher and countercyclical aggregate volatility, producing large and skewed business cycles, with sharper, more pronounced, recessions. ∗We are grateful to comments from Andy Abel, Hui Chen, Urban Jermann, Aubhik Kahn, Dmitry Livdan, Monika Piazzesi (editor) Neng Wang, three anonymous referees and participants at seminars in Calgary, CarnegieMellon, Duke, Wharton, NY Fed, Richmond Fed, ECB, UBC, UCLA, and Imperial College, as well as the following conferences: AFA, SED, Minnesota Macro Week, NBER Capital Markets, NYU Five Star, Rimini Macro-Finance, UCSB-LAEF, Venice C.R.E.D.I.T, and ESSFM Gerzensee. All errors remain our own. †The Wharton School, University of Pennsylvania. Email: gomesj@wharton.upenn.edu ‡The Fuqua School of Business, Duke University. Email: lukas.schmid@duke.edu",22,"https://www.semanticscholar.org/paper/bdd3520ea3d78b79dedf88ef03144b3dc8ab2b11
https://repository.upenn.edu/cgi/viewcontent.cgi?article=1422&context=fnce_papers"
"Jacod, J.,Shiryaev, A.",Local martingales and the fundamental asset pricing theorems in the discrete-time case,1998-05-01 00:00:00,SupportedSources.CROSSREF,10.1007/s007800050040,,23,"http://link.springer.com/content/pdf/10.1007/s007800050040.pdf
http://link.springer.com/article/10.1007/s007800050040/fulltext.html
http://link.springer.com/content/pdf/10.1007/s007800050040
http://dx.doi.org/10.1007/s007800050040"
,Joint optimal ordering and weather hedging contract decisions: a newsvendor model.,2005-01-01 00:00:00,SupportedSources.CORE,,"Yeung Yun Sing Samson.Thesis (M.Phil.)--Chinese University of Hong Kong, 2005.Includes bibliographical references (leaves 64-67).Abstracts in English and Chinese.Chapter 1 --- Introduction ---  p.1Chapter 2 --- Background ---  p.5Chapter 2.1 --- Applicability of Weather Derivative in Hong Kong: The Recre- ation Industry ---  p.7Chapter 2.2 --- Types of Weather Risk ---  p.9Chapter 3 --- Literature Review ---  p.12Chapter 4 --- Basic Model ---  p.17Chapter 4.1 --- Notations ---  p.18Chapter 4.2 --- Assumptions ---  p.21Chapter 4.3 --- The Profit Model ---  p.22Chapter 5 --- Fundamental Analysis ---  p.25Chapter 5.1 --- Sales Profit Analysis ---  p.25Chapter 5.2 --- Option Analysis ---  p.27Chapter 5.3 --- Profit Function Reformulation ---  p.30Chapter 6 --- Objectivel: Lexicographic Optimization ---  p.35Chapter 6.1 --- Equivalence between Lexicographic Optimization and Expected Utility Maximization ---  p.38Chapter 6.2 --- Minimizing the Conditional Profit Variance given Q* ---  p.39Chapter 6.3 --- Numerical Examples ---  p.42Chapter 6.3.1 --- Convexity of conditional profit variance ---  p.42Chapter 6.3.2 --- Correlation between Q* & N* ---  p.47Chapter 7 --- Objective2: Mean-Variance Optimization ---  p.52Chapter 7.1 --- Numerical Examples ---  p.59Chapter 8 --- Conclusion and Future Work ---  p.61Bibliography ---  p.64Chapter A --- Weather Option Pricing ---  p.68Chapter B --- Infeasibility of Perfect Hedge ---  p.7",24,https://core.ac.uk/download/48533391.pdf
Matthew Ferranti,Estimating the Currency Composition of Foreign Exchange Reserves,2022-06-28 04:34:00+00:00,SupportedSources.ARXIV,,"Central banks manage about \$12 trillion in foreign exchange reserves,
influencing global exchange rates and asset prices. However, some of the
largest holders of reserves report minimal information about their currency
composition, hindering empirical analysis. I describe a Hidden Markov Model to
estimate the composition of a central bank's reserves by relating the
fluctuation in the portfolio's valuation to the exchange rates of major reserve
currencies. I apply the model to China and Singapore, two countries that
collectively hold about \$3.4 trillion in reserves and conceal their
composition. I find that both China's reserve composition likely resembles the
global average, while Singapore probably holds fewer US dollars.",25,"http://arxiv.org/pdf/2206.13751v4
http://arxiv.org/abs/2206.13751v4
http://arxiv.org/pdf/2206.13751v4"
"Cengiz Toraman,Meryem Gul",Capital Asset Pricing Model: An Application in Borsa Istanbul,2016-12-27 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.6007/IJARBSS/V6-I12/2519,"In this study, the betas and the return ratios of 8 banks operating in Borsa Istanbul between 31.12.2004-31.12.2015 are calculated. Moreover, based on the 2008 crisis, it was tested whether there is a relationship between beta values of the banks before the 2008 crisis and after the 2008 crisis. Research results showed significant differences between the beta and the averages of all banks before and after September 15, 2008.",26,https://www.semanticscholar.org/paper/f0db60ba3834df3d21f9e3fc2343eab7055132e9
"Alessandro Micheli,Eyal Neuman",Fast and Slow Optimal Trading with Exogenous Information,2022-10-04 20:51:11+00:00,SupportedSources.ARXIV,,"We consider a stochastic game between a slow institutional investor and a
high-frequency trader who are trading a risky asset and their aggregated
order-flow impacts the asset price. We model this system by means of two
coupled stochastic control problems, in which the high-frequency trader
exploits the available information on a price predicting signal more
frequently, but is also subject to periodic ""end of day"" inventory constraints.
We first derive the optimal strategy of the high-frequency trader given any
admissible strategy of the institutional investor. Then, we solve the problem
of the institutional investor given the optimal signal-adaptive strategy of the
high-frequency trader, in terms of the resolvent of a Fredholm integral
equation, thus establishing the unique multi-period Stackelberg equilibrium of
the game. Our results provide an explicit solution to the game, which shows
that the high-frequency trader can adopt either predatory or cooperative
strategies in each period, depending on the tradeoff between the order-flow and
the trading signal. We also show that the institutional investor's strategy is
considerably more profitable when the order-flow of the high-frequency trader
is taken into account in her trading strategy.",27,"http://arxiv.org/pdf/2210.01901v2
http://arxiv.org/abs/2210.01901v2
http://arxiv.org/pdf/2210.01901v2"
Yuming Li,INTERTEMPORAL ASSET PRICING WITHOUT CONSUMPTION DATA: EMPIRICAL TESTS,1997-03-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1111/J.1475-6803.1997.TB00236.X,In this paper I conduct tests of an intertemporal asset pricing model using variables that forecast stock returns as the risk factors. I document that the forecasting variables are priced so that expected excess returns are related to their conditional covariances with the forecasting variables. The variability in the covariance risk fails to explain the cross-sectional and time series variation in expected stock returns. Evidence rejects restrictions on the prices of covariance risk imposed by the model with constant volatilities. I also find that an extended model that allows time-varying conditional volatilities is misspecified.,28,"https://www.semanticscholar.org/paper/044535d3db9e1cab69513795de3e8702a82e4370
http://deepblue.lib.umich.edu/bitstream/2027.42/108338/1/jfir00236.pdf"
"Raihan Tanvir,Md Tanvir Rouf Shawon,Md. Golam Rabiul Alam",DSE Stock Price Prediction using Hidden Markov Model,2023-01-26 13:28:34+00:00,SupportedSources.ARXIV,,"Stock market forecasting is a classic problem that has been thoroughly
investigated using machine learning and artificial neural network based tools
and techniques. Interesting aspects of this problem include its time reliance
as well as its volatility and other complex relationships. To combine them,
hidden markov models (HMMs) have been utilized to anticipate the price of
stocks. We demonstrated the Maximum A Posteriori (MAP) HMM method for
predicting stock prices for the next day based on previous data. An HMM is
trained by analyzing the fractional change in the stock price as well as the
intraday high and low values. It is then utilized to produce a MAP estimate
across all possible stock prices for the next day. The approach demonstrated in
our work is quite generalized and can be used to predict the stock price for
any company, given that the HMM is trained on the dataset of that company's
stocks dataset. We evaluated the accuracy of our models using some extensively
used accuracy metrics for regression problems and came up with a satisfactory
outcome.",29,"http://arxiv.org/pdf/2302.08911v1
http://arxiv.org/abs/2302.08911v1
http://arxiv.org/pdf/2302.08911v1"
"Guilherme Tavares da Silva,Ricardo Miranda Martins",Dynamics and Stability of Non-Smooth Dynamical Systems with Two Switches,2020-09-18 17:56:20+00:00,SupportedSources.ARXIV,,"One of the most common hypotheses on the theory of non-smooth dynamical
systems is a regular surface as switching manifold, at which case there is at
least well-defined and established Filippov dynamics. However, systems with
singular switching manifolds still lack such well-established dynamics,
although present in many relevant models of phenomena where multiple switches
or multiple abrupt changes occur. At this work, we leverage a methodology that,
through blow-ups and singular perturbation, allows the extension of Filippov
dynamics to the singular case. Specifically, tridimensional systems whose
switching manifold consists of an algebraic manifold with transversal
self-intersection are considered. This configuration, known as double
discontinuity, represents systems with two switches and whose singular part
consists of a straight line, where ordinary Filippov dynamics is not directly
applicable. For the general, non-linear case, beyond defining the so-called
fundamental dynamics over the singular part, general theorems on its
qualitative behavior are provided. For the affine case, however, theorems fully
describing the fundamental dynamics are obtained. Finally, this fine-grained
control over the dynamics is leveraged to derive Peixoto like theorems
characterizing semi-local structural stability.",30,"http://arxiv.org/pdf/2009.08971v2
http://arxiv.org/abs/2009.08971v2
http://arxiv.org/pdf/2009.08971v2"
"Brown, S.","Intertemporal Equilibrium Models, Portfolio Theory and the Capital Asset Pricing Model",2010-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-0-387-77117-5_18,,31,"http://link.springer.com/content/pdf/10.1007/978-0-387-77117-5_18
http://dx.doi.org/10.1007/978-0-387-77117-5_18"
Vittorio Bilò,On the Robustness of the Approximate Price of Anarchy in Generalized Congestion Games,2014-12-02 10:30:27+00:00,SupportedSources.ARXIV,,"One of the main results shown through Roughgarden's notions of smooth games
and robust price of anarchy is that, for any sum-bounded utilitarian social
function, the worst-case price of anarchy of coarse correlated equilibria
coincides with that of pure Nash equilibria in the class of weighted congestion
games with non-negative and non-decreasing latency functions and that such a
value can always be derived through the, so called, smoothness argument. We
significantly extend this result by proving that, for a variety of (even
non-sum-bounded) utilitarian and egalitarian social functions and for a broad
generalization of the class of weighted congestion games with non-negative (and
possibly decreasing) latency functions, the worst-case price of anarchy of
$\epsilon$-approximate coarse correlated equilibria still coincides with that
of $\epsilon$-approximate pure Nash equilibria, for any $\epsilon\geq 0$. As a
byproduct of our proof, it also follows that such a value can always be
determined by making use of the primal-dual method we introduced in a previous
work. It is important to note that our scenario of investigation is beyond the
scope of application of the robust price of anarchy (for as it is currently
defined), so that our result seems unlikely to be alternatively proved via the
smoothness framework.",32,"http://arxiv.org/pdf/1412.0845v1
http://arxiv.org/abs/1412.0845v1
http://arxiv.org/pdf/1412.0845v1"
"Maas, Alexander",THE INADEQUACIES OF COST-BENEFIT ANALYSIS AS A TOOL FOR DECISION-MAKING: TO BREACH OR NOT TO BREACH,2022-12-10 00:00:00,SupportedSources.CORE,,,33,https://core.ac.uk/download/552146369.pdf
"Morin, R.",INTERTEMPORAL ASSET PRICING THEORY: AN EMPIRICAL TEST,1981-01-01 00:00:00,SupportedSources.CROSSREF,10.1111/j.1540-6288.1981.tb01700.x,,34,"https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1540-6288.1981.tb01700.x
http://onlinelibrary.wiley.com/wol1/doi/10.1111/j.1540-6288.1981.tb01700.x/fullpdf
http://dx.doi.org/10.1111/j.1540-6288.1981.tb01700.x"
S. Bloom,Extensions of Gödel's completeness theorem and the Löwenheim-Skolem theorem,1973-07-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1305/ndjfl/1093891010,"This note has a modest purpose: to present in the language of consequence operations some arguments, found in the theory of universal models, which extend the famous theorems of the title. This formulation provides further, but natural, motivations for the study of universal models besides the usual one, given for example in [3], chapter 10. Let £ be (the set of formulas of) a countable first-order language. A theory is a set of sentences of «C. Each theory T defines a consequence operation Cτ.",35,https://www.semanticscholar.org/paper/df2a6f0c045206ae881b37d67a19ad02d7a312bc
