authors,title,pub_date,source,doi,abstract,rank,url
"Gao, F.,Song, F.,Zhang, L.","Coherent risk measure, equilibrium and equilibrium pricing",2007-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.insmatheco.2006.02.010,,12,"https://api.elsevier.com/content/article/PII:S0167668706000576?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0167668706000576?httpAccept=text/plain
http://dx.doi.org/10.1016/j.insmatheco.2006.02.010"
"Zhiping Chen,Qianhui Hu",On Coherent Risk Measures Induced by Convex Risk Measures,2018-06-01 00:00:00,SupportedSources.OPENALEX,10.1007/s11009-017-9584-1,,13,"https://openalex.org/W2741147126
https://doi.org/10.1007/s11009-017-9584-1"
"Silvia Figini,Pierpaolo Uberti",Concentration measures in risk management,2013-05-01 00:00:00,SupportedSources.OPENALEX,10.1057/jors.2012.36,,14,"https://openalex.org/W2086123484
https://doi.org/10.1057/jors.2012.36"
"Jaschke, S.,Küchler, U.",Coherent risk measures and good-deal bounds,2001-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/pl00013530,,15,"http://link.springer.com/content/pdf/10.1007/PL00013530.pdf
http://link.springer.com/article/10.1007/PL00013530/fulltext.html
http://link.springer.com/content/pdf/10.1007/PL00013530
http://dx.doi.org/10.1007/pl00013530"
G. Pflug,Coherent Measures of Risk in Everyday Market Practice,2008-12-22 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1201/9781420081923-18,,16,https://www.semanticscholar.org/paper/3275c8bd8208aec58c79c67c184cb2479383e0bb
,Reliability Importance Measures,2012-04-26 00:00:00,SupportedSources.CROSSREF,10.1002/9781118314593.ch4,,17,"http://onlinelibrary.wiley.com/wol1/doi/10.1002/9781118314593.ch4/fullpdf
http://dx.doi.org/10.1002/9781118314593.ch4"
"Yan, J.",Static Risk Measures,2018-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-981-13-1657-9_10,,18,"http://link.springer.com/content/pdf/10.1007/978-981-13-1657-9_10
http://dx.doi.org/10.1007/978-981-13-1657-9_10"
Shigeo Kusuoka,On law invariant coherent risk measures,2001-01-01 00:00:00,SupportedSources.OPENALEX,10.1007/978-4-431-67891-5_4,,19,"https://openalex.org/W1591570634
https://doi.org/10.1007/978-4-431-67891-5_4"
,Coherent State or Frame Quantization,2009-09-23 00:00:00,SupportedSources.CROSSREF,10.1002/9783527628285.ch13,,20,"https://onlinelibrary.wiley.com/doi/pdf/10.1002/9783527628285.ch13
https://onlinelibrary.wiley.com/doi/pdf/10.1002/9783527628285.ch13
http://dx.doi.org/10.1002/9783527628285.ch13"
G. Trzpiot,Multivalued coherent risk measures,None,SupportedSources.SEMANTIC_SCHOLAR,,,21,https://www.semanticscholar.org/paper/0b5b7feb4799b520ca9741afa4596cf2a5edbd43
Yuji Yoshida,Coherent Risk Measures Derived from Utility Functions,2018-10-15 00:00:00,SupportedSources.OPENALEX,10.1007/978-3-030-00202-2_2,,22,"https://openalex.org/W2890252705
https://doi.org/10.1007/978-3-030-00202-2_2"
,Coherent structures,2012-02-23 00:00:00,SupportedSources.CROSSREF,10.1017/cbo9780511919701.004,,23,"https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A819587C99B78B9FD9330F2CD83FB89C
http://dx.doi.org/10.1017/cbo9780511919701.004"
,Composite Internal Risk Measures,2012-11-26 00:00:00,SupportedSources.CROSSREF,10.1002/9781118673621.app1,,24,"https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118673621.app1
https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118673621.app1
http://dx.doi.org/10.1002/9781118673621.app1"
"Romanovski, Ivan",Time consistency in Risk measures,2012-01-01 00:00:00,SupportedSources.CORE,,,25,https://core.ac.uk/download/pdf/9403455.pdf
"Tirado, E.,Quagliarella, D.",Risk Measures in the Context of Robust and Reliability Based Optimization,2020-09-10 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-030-60166-9_13,,26,"http://link.springer.com/content/pdf/10.1007/978-3-030-60166-9_13
http://dx.doi.org/10.1007/978-3-030-60166-9_13"
George Stoica,Relevant coherent measures of risk,2006-09-01 00:00:00,SupportedSources.OPENALEX,10.1016/j.jmateco.2006.03.006,,27,"https://openalex.org/W1975969223
https://doi.org/10.1016/j.jmateco.2006.03.006"
"Biagini, F.,Fouque, J.,Frittelli, M.,Meyer-Brandis, T.",On fairness of systemic risk measures,2020-02-04 00:00:00,SupportedSources.CROSSREF,10.1007/s00780-020-00417-4,,28,"http://link.springer.com/content/pdf/10.1007/s00780-020-00417-4.pdf
http://link.springer.com/article/10.1007/s00780-020-00417-4/fulltext.html
http://link.springer.com/content/pdf/10.1007/s00780-020-00417-4.pdf
http://dx.doi.org/10.1007/s00780-020-00417-4"
"Hailiang Yang,T. Siu",Coherent Risk Measures for Derivatives,None,SupportedSources.SEMANTIC_SCHOLAR,,,29,https://www.semanticscholar.org/paper/4bf733645d3a9a3d4a0e92ad4cb12ca6e507623e
"Angela L. Duckworth,Margaret L. Kern",A meta-analysis of the convergent validity of self-control measures,2011-06-01 00:00:00,SupportedSources.OPENALEX,10.1016/j.jrp.2011.02.004,,30,"https://openalex.org/W2056606926
https://doi.org/10.1016/j.jrp.2011.02.004
https://europepmc.org/articles/pmc3105910?pdf=render"
"Boda, K.,Filar, J.",Time Consistent Dynamic Risk Measures,2006-01-26 00:00:00,SupportedSources.CROSSREF,10.1007/s00186-005-0045-1,,31,"http://link.springer.com/content/pdf/10.1007/s00186-005-0045-1.pdf
http://link.springer.com/article/10.1007/s00186-005-0045-1/fulltext.html
http://link.springer.com/content/pdf/10.1007/s00186-005-0045-1
http://dx.doi.org/10.1007/s00186-005-0045-1"
"Marco Frittelli,Emanuela Rosazza Gianin",Law invariant convex risk measures,2005-01-01 00:00:00,SupportedSources.OPENALEX,10.1007/4-431-27233-x_2,,32,"https://openalex.org/W186520755
https://doi.org/10.1007/4-431-27233-x_2"
"Monica Eriksson,Maurice B. Mittelmark",The Sense of Coherence and Its Measurement,2016-09-03 00:00:00,SupportedSources.INTERNET_ARCHIVE,10.1007/978-3-319-04600-6_12,,33,https://web.archive.org/web/20170407210601/http://download.springer.com:80/static/pdf/361/chp%253A10.1007%252F978-3-319-04600-6_12.pdf?originUrl=http%3A%2F%2Flink.springer.com%2Fchapter%2F10.1007%2F978-3-319-04600-6_12&token2=exp=1491600360~acl=%2Fstatic%2Fpdf%2F361%2Fchp%25253A10.1007%25252F978-3-319-04600-6_12.pdf%3ForiginUrl%3Dhttp%253A%252F%252Flink.springer.com%252Fchapter%252F10.1007%252F978-3-319-04600-6_12*~hmac=4dd2c29b159c463d38406fb7193710edf3e97ee4aa556d48451cf2f605f66ad2
"Vazsonyi, A.,Chen, P.,Jenkins, D.,Burcu, E.,Torrente, G.,Sheu, C.",Vulnerability Risk Measures,2010-01-01 00:00:00,SupportedSources.CROSSREF,10.1037/t09101-000,,34,http://dx.doi.org/10.1037/t09101-000
"W. Ogryczak,M. Opolska-Rutkowska",Coherent Risk Measures and Stochastic Dominance,None,SupportedSources.SEMANTIC_SCHOLAR,,,35,https://www.semanticscholar.org/paper/a4251db4e810b44694609e4c2a8e6169cb90a830
"Andrzej Ruszczyński,Andrzej Ruszczyński",Time-Consistent Risk Measures for Continuous-Time Markov Chains,2017-01-29 00:00:00,SupportedSources.OPENALEX,,,36,https://openalex.org/W2584959320
"Moix, P.",Risk and Risk Measures,2001-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-642-56481-9_2,,37,"http://link.springer.com/content/pdf/10.1007/978-3-642-56481-9_2
http://dx.doi.org/10.1007/978-3-642-56481-9_2"
,Risk and Risk Measures,2011-01-01 00:00:00,SupportedSources.CROSSREF,10.1142/9781848166332_0003,,38,http://dx.doi.org/10.1142/9781848166332_0003
Michal Lebovič,The use of coherent risk measures in operational risk modeling,2012-06-28 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,,,39,https://www.semanticscholar.org/paper/9b33da5fae7eea2522c33855627a5e35040ebbe3
"S. Hochrainer-Stigler,G. Pflug,U. Dieckmann,E. Rovenskaya,S. Thurner,S. Poledna,G. Boza,J. Linnerooth‐Bayer,Å. Brännström",Integrating Systemic Risk and Risk Analysis Using Copulas,2018-12-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1007/s13753-018-0198-1,,40,"https://www.semanticscholar.org/paper/4a4a0dd6aff8bb43a1b37a2c33f3ccda478ede06
https://link.springer.com/content/pdf/10.1007/s13753-018-0198-1.pdf"
"Maccrimmon, K.,Wehrung, D.",A portfolio of risk measures,1985-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/bf00134352,,41,"http://link.springer.com/content/pdf/10.1007/BF00134352.pdf
http://link.springer.com/article/10.1007/BF00134352/fulltext.html
http://link.springer.com/content/pdf/10.1007/BF00134352
http://dx.doi.org/10.1007/bf00134352"
,Choquet Integrals as Risk Measures,2009-10-19 00:00:00,SupportedSources.CROSSREF,10.1201/9781420082678.ch5,,42,"http://www.crcnetbase.com/doi/pdf/10.1201/9781420082678.ch5
http://dx.doi.org/10.1201/9781420082678.ch5"
"Embrechts, P.,Hofert, M.",Risk Measures and Dependence Modeling,2013-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-1-4614-0155-1_6,,43,"http://link.springer.com/content/pdf/10.1007/978-1-4614-0155-1_6
http://dx.doi.org/10.1007/978-1-4614-0155-1_6"
"Bonnans, J.",Risk Measures,2019-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-030-14977-2_4,,44,"http://link.springer.com/content/pdf/10.1007/978-3-030-14977-2_4
http://dx.doi.org/10.1007/978-3-030-14977-2_4"
,Risk measures,2003-12-11 00:00:00,SupportedSources.CROSSREF,10.1017/cbo9780511753893.012,,45,"https://www.cambridge.org/core/services/aop-cambridge-core/content/view/75BFE6C8C00EE5D4D625A983A17F40BB
http://dx.doi.org/10.1017/cbo9780511753893.012"
,Risk measures,2009-09-17 00:00:00,SupportedSources.CROSSREF,10.1017/cbo9780511812156.008,,46,"https://www.cambridge.org/core/services/aop-cambridge-core/content/view/8CD9C7D982AA05A39D01C0B02737E7C1
http://dx.doi.org/10.1017/cbo9780511812156.008"
,Risk Measures,2015-09-28 00:00:00,SupportedSources.CROSSREF,10.1142/9789814641944_0015,,47,http://dx.doi.org/10.1142/9789814641944_0015
,Importance Measures for Reliability Design,2012-04-26 00:00:00,SupportedSources.CROSSREF,10.1002/9781118314593.part3,,48,"http://onlinelibrary.wiley.com/wol1/doi/10.1002/9781118314593.part3/fullpdf
http://dx.doi.org/10.1002/9781118314593.part3"
"Chen, J.",Coherence Versus Elicitability in Measures of Market Risk,2014-07-26 00:00:00,SupportedSources.CROSSREF,10.1007/s11294-014-9480-1,,49,"http://link.springer.com/content/pdf/10.1007/s11294-014-9480-1.pdf
http://link.springer.com/article/10.1007/s11294-014-9480-1/fulltext.html
http://link.springer.com/content/pdf/10.1007/s11294-014-9480-1
http://dx.doi.org/10.1007/s11294-014-9480-1"
Yuji Yoshida,Risk-Sensitive Decision-Making Under Risk Constraints with Coherent Risk Measures,2019-06-02 00:00:00,SupportedSources.OPENALEX,10.1007/978-981-13-8303-8_19,,50,"https://openalex.org/W2947205161
https://doi.org/10.1007/978-981-13-8303-8_19"
"Rüschendorf, L.",Risk Measures for Real Risks,2012-08-30 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-642-33590-7_7,,51,"https://link.springer.com/content/pdf/10.1007/978-3-642-33590-7_7
http://dx.doi.org/10.1007/978-3-642-33590-7_7"
"Ibrahim, S.,Sayed, T.",Developing safety performance functions incorporating reliability-based risk measures,2011-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.aap.2011.06.006,,52,"https://api.elsevier.com/content/article/PII:S0001457511001722?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0001457511001722?httpAccept=text/plain
http://dx.doi.org/10.1016/j.aap.2011.06.006"
"Andrzej Ruszczyński,Spiridon Penev,Andrzej Ruszczyński",Statistical estimation of composite risk functionals and risk optimization problems,2017-08-01 00:00:00,SupportedSources.OPENALEX,10.1007/s10463-016-0559-8,,53,"https://openalex.org/W1950214537
https://doi.org/10.1007/s10463-016-0559-8
http://arxiv.org/pdf/1504.02658"
"Dunkel, J.,Weber, S.",Reliable Quantification and Efficient Estimation of Credit Risk,2013-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-1-4471-4926-2_3,,54,"https://link.springer.com/content/pdf/10.1007/978-1-4471-4926-2_3
http://dx.doi.org/10.1007/978-1-4471-4926-2_3"
,A Periodic Table of Risk Measures,2021-10-20 00:00:00,SupportedSources.CROSSREF,10.1002/9781119838883.ch12,,55,"https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781119838883.ch12
https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781119838883.ch12
http://dx.doi.org/10.1002/9781119838883.ch12"
"Kusuoka, S.",A remark on law invariant convex risk measures,None,SupportedSources.CROSSREF,10.1007/978-4-431-72761-3_5,,56,"http://link.springer.com/content/pdf/10.1007/978-4-431-72761-3_5.pdf
http://dx.doi.org/10.1007/978-4-431-72761-3_5"
"Bannör, K.,Scherer, M.",Capturing parameter risk with convex risk measures,2013-05-08 00:00:00,SupportedSources.CROSSREF,10.1007/s13385-013-0070-z,,57,"http://link.springer.com/content/pdf/10.1007/s13385-013-0070-z.pdf
http://link.springer.com/article/10.1007/s13385-013-0070-z/fulltext.html
http://link.springer.com/content/pdf/10.1007/s13385-013-0070-z
http://dx.doi.org/10.1007/s13385-013-0070-z"
"Moix, P.",Sample Estimation of Risk Measures,2001-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-642-56481-9_6,,58,"http://link.springer.com/content/pdf/10.1007/978-3-642-56481-9_6
http://dx.doi.org/10.1007/978-3-642-56481-9_6"
"Ellis, M.",Risk-Adjusted Performance Measures and Implied Risk Attitudes,2002-01-01 00:00:00,SupportedSources.CROSSREF,10.2469/dig.v32.n4.1182,,59,http://dx.doi.org/10.2469/dig.v32.n4.1182
"Vazsonyi, A.,Chen, P.,Jenkins, D.,Burcu, E.,Torrente, G.,Sheu, C.",Model Risk Measures,2010-01-01 00:00:00,SupportedSources.CROSSREF,10.1037/t09097-000,,60,http://dx.doi.org/10.1037/t09097-000
F. Delbaen,The Structure of m–Stable Sets and in Particular of the Set of Risk Neutral Measures,None,SupportedSources.SEMANTIC_SCHOLAR,10.1007/978-3-540-35513-7_17,,61,"https://www.semanticscholar.org/paper/52fb3c5be2e0a649db1d0236e20b2fd4d068aa36
http://www.math.ethz.ch/~delbaen/ftp/preprints/Stablesets.pdf"
"Regor,Orfleitner","Coherent risk measures , coherent capital allocations , and the gradient allocation principle",None,SupportedSources.SEMANTIC_SCHOLAR,,,62,https://www.semanticscholar.org/paper/9681e1270e8233da016cc233bf7c443eb4125b37
"Anolli, M.",Risk-Adjusted Performance Measures,2013-01-01 00:00:00,SupportedSources.CROSSREF,10.1057/9781137006769_7,,63,"http://link.springer.com/content/pdf/10.1057/9781137006769_7
http://dx.doi.org/10.1057/9781137006769_7"
"Szegö, G.",Measures of risk,2002-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/s0378-4266(02)00262-5,,64,"https://api.elsevier.com/content/article/PII:S0378426602002625?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0378426602002625?httpAccept=text/plain
http://dx.doi.org/10.1016/s0378-4266(02)00262-5"
,Measures of Risk,2015-10-17 00:00:00,SupportedSources.CROSSREF,10.1002/9781119197096.app06,,65,"http://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2F9781119197096.app06
https://onlinelibrary.wiley.com/doi/full/10.1002/9781119197096.app06
http://dx.doi.org/10.1002/9781119197096.app06"
"Grable, J.,Archuleta, K.,Nazarinia, R.",Measures of Risk,2010-10-18 00:00:00,SupportedSources.CROSSREF,10.1007/978-1-4419-6908-8_6,,66,"http://link.springer.com/content/pdf/10.1007/978-1-4419-6908-8_6.pdf
http://dx.doi.org/10.1007/978-1-4419-6908-8_6"
,Measures of Risk,None,SupportedSources.CROSSREF,10.1007/0-387-22640-0_11,,67,"http://link.springer.com/content/pdf/10.1007/0-387-22640-0_11.pdf
http://dx.doi.org/10.1007/0-387-22640-0_11"
,Measures of risk,2006-03-06 00:00:00,SupportedSources.CROSSREF,10.1002/0470051310.ch3,,68,"https://onlinelibrary.wiley.com/doi/full/10.1002/0470051310.ch3
http://dx.doi.org/10.1002/0470051310.ch3"
"Streiner, D.,Norman, G.",Measures of risk,2010-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/s1548-5315(11)70388-6,,69,"https://api.elsevier.com/content/article/PII:S1548531511703886?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S1548531511703886?httpAccept=text/plain
http://dx.doi.org/10.1016/s1548-5315(11)70388-6"
"Chakravarty, S.,Sarkar, P.",Measures of Risk,2020-08-20 00:00:00,SupportedSources.CROSSREF,10.1108/978-1-78973-893-320201014,,70,"https://www.emerald.com/insight/content/doi/10.1108/978-1-78973-893-320201014/full/xml
https://www.emerald.com/insight/content/doi/10.1108/978-1-78973-893-320201014/full/html
http://dx.doi.org/10.1108/978-1-78973-893-320201014"
,Measures of Risk,2012-01-02 00:00:00,SupportedSources.CROSSREF,10.1002/9781118467220.ch2,,71,"https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118467220.ch2
https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118467220.ch2
http://dx.doi.org/10.1002/9781118467220.ch2"
"S. Ebert,Daniel Wiesen","Joint measurement of risk aversion, prudence, and temperance",2014-06-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1007/s11166-014-9193-0,,72,"https://www.semanticscholar.org/paper/a4d93ac09bd2421359cd87f0092ec7788a3062a0
https://www.econstor.eu/bitstream/10419/71891/1/660934760.pdf"
"Antoine Toussaint,Ronnie Sircar",A Framework for Dynamic Hedging under Convex Risk Measures,2011-01-01 00:00:00,SupportedSources.OPENALEX,10.1007/978-3-0348-0021-1_24,,73,"https://openalex.org/W2100167075
https://doi.org/10.1007/978-3-0348-0021-1_24
http://www.princeton.edu/~sircar/Public/ARTICLES/ascona_proc.pdf"
"Urdenko, O.",Systematic analysis of risk management information security measures,2019-11-28 00:00:00,SupportedSources.CROSSREF,10.33111/mise.98.18,,74,http://dx.doi.org/10.33111/mise.98.18
"Iwashita, K.,Shibata, N.",Coherent transmission technologies,1995-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-94-011-1308-3_3,,75,"http://link.springer.com/content/pdf/10.1007/978-94-011-1308-3_3.pdf
http://dx.doi.org/10.1007/978-94-011-1308-3_3"
"Smullen, J.",Risk adjusted performance measures: a critical overview,2001-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/b978-1-85573-372-5.50020-x,,76,http://dx.doi.org/10.1016/b978-1-85573-372-5.50020-x
,Risk‐Adjusted Performance Measures,2004-06-25 00:00:00,SupportedSources.CROSSREF,10.1002/9781118673546.ch4,,77,"https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118673546.ch4
https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118673546.ch4
http://dx.doi.org/10.1002/9781118673546.ch4"
"Arnaud Buch,Gregor Dorfleitner","Coherent risk measures, coherent capital allocations and the gradient allocation principle",2008-02-01 00:00:00,SupportedSources.OPENALEX,10.1016/j.insmatheco.2007.02.006,,78,"https://openalex.org/W2047081575
https://doi.org/10.1016/j.insmatheco.2007.02.006
https://epub.uni-regensburg.de/3801/1/e1270e8233da016cc233bf7c443eb4125b37.pdf"
"Guégan, D.,Hassani, B.",The Traditional Risk Measures,2019-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-030-02680-6_3,,79,"http://link.springer.com/content/pdf/10.1007/978-3-030-02680-6_3
http://dx.doi.org/10.1007/978-3-030-02680-6_3"
"Bénéplanc, G.,Rochet, J.",Statistical Risk Measures,2011-09-08 00:00:00,SupportedSources.CROSSREF,10.1093/acprof:osobl/9780199774081.003.0006,,80,http://dx.doi.org/10.1093/acprof:osobl/9780199774081.003.0006
"Hozain, A.,Kao, L.,Dimick, J.",Reliability of Risk-Adjusted Outcomes as Hospital Quality Measures,2012-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.jss.2011.11.297,,81,"https://api.elsevier.com/content/article/PII:S0022480411012248?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0022480411012248?httpAccept=text/plain
http://dx.doi.org/10.1016/j.jss.2011.11.297"
"Hozain, A.,Kao, L.,Dimick, J.",Reliability of Risk-Adjusted Outcomes as Hospital Quality Measures,2012-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.jss.2011.11.292,,82,"https://api.elsevier.com/content/article/PII:S0022480411012194?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0022480411012194?httpAccept=text/plain
http://dx.doi.org/10.1016/j.jss.2011.11.292"
"Amrideswaran, H.,Al-Sada, A.,Saleh Mohammed, A.",Risk Assessment Suite - An Innovative Approach of Risk Mitigation Measures Prioritization for Well Integrity Assurance,2015-03-08 00:00:00,SupportedSources.CROSSREF,10.2118/172584-ms,,83,"http://onepetro.org/SPEMEOS/proceedings-pdf/doi/10.2118/172584-MS/1378217/spe-172584-ms.pdf
http://onepetro.org/SPEMEOS/proceedings-pdf/doi/10.2118/172584-MS/1378217/spe-172584-ms.pdf
http://dx.doi.org/10.2118/172584-ms"
"Cao, Y.,Zhang, Y.",Optimal reinsurance under the general mixture risk measures,2007-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.amc.2006.06.120,,84,"https://api.elsevier.com/content/article/PII:S009630030600854X?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S009630030600854X?httpAccept=text/plain
http://dx.doi.org/10.1016/j.amc.2006.06.120"
"Giulianella Coletti,Davide Petturiti,Barbara Vantaggi",Conditional Submodular Coherent Risk Measures,2018-06-11 00:00:00,SupportedSources.OPENALEX,10.1007/978-3-319-91476-3_20,,85,"https://openalex.org/W2803397208
https://doi.org/10.1007/978-3-319-91476-3_20"
"M. Dempster,G. Pflug,G. Mitra",Higher Moment Coherent Risk Measures,2008-12-22 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1201/9781420081923.ch13,,86,https://www.semanticscholar.org/paper/741403103131c97e96d7977a178df5dee2957bcd
"Armaut, S.,Diel, R.,Laloë, T.",Depth level set estimation and associated risk measures,2022-01-01 00:00:00,SupportedSources.CROSSREF,10.1214/22-ejs2095,,87,http://dx.doi.org/10.1214/22-ejs2095
D. Luenberger,Bounding Contingent Claim Prices via Hedging Strategy with Coherent Risk Measures,None,SupportedSources.SEMANTIC_SCHOLAR,,,88,https://www.semanticscholar.org/paper/ade94f0d23e2fa462d29985749cf06a7b1f5ed5a
"MacLean, L.,Ziemba, B.",A Primer on Risk Measures,2014-01-01 00:00:00,SupportedSources.CROSSREF,10.1002/wilm.10288,,89,"https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fwilm.10288
https://onlinelibrary.wiley.com/doi/full/10.1002/wilm.10288
http://dx.doi.org/10.1002/wilm.10288"
"Bodson, L.,Cavenaile, L.,Coën, A.",Normalized Risk-Adjusted Performance Measures Revisited,2013-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/b978-0-12-401699-6.00013-7,,90,http://dx.doi.org/10.1016/b978-0-12-401699-6.00013-7
A. Quaranta,Robust Optimization of a Coherent Risk Measure,None,SupportedSources.SEMANTIC_SCHOLAR,,,91,https://www.semanticscholar.org/paper/61d2b84f4a8adf51c80a030d2e68e2c2ac4e078d
,Probabilistic Risk Assessment,2010-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-0-387-78665-0_6429,,92,"http://link.springer.com/content/pdf/10.1007/978-0-387-78665-0_6429.pdf
http://dx.doi.org/10.1007/978-0-387-78665-0_6429"
"Kissoon, T.",Risk-management practice – vulnerability management,2021-07-12 00:00:00,SupportedSources.CROSSREF,10.4324/9781003200895-4,,93,http://dx.doi.org/10.4324/9781003200895-4
"Kirilyuk, V.",Risk Measures in the Form of Infimal Convolution,2021-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/s10559-021-00327-z,,94,"http://link.springer.com/content/pdf/10.1007/s10559-021-00327-z.pdf
http://link.springer.com/article/10.1007/s10559-021-00327-z/fulltext.html
http://link.springer.com/content/pdf/10.1007/s10559-021-00327-z.pdf
http://dx.doi.org/10.1007/s10559-021-00327-z"
