authors,title,pub_date,source,doi,abstract,rank,url
"Casey R. Myers,Marcus Silva,Kae Nemoto,William J. Munro",Stabilizer Quantum Error Correction with Qubus Computation,2006-12-12 17:40:55+00:00,SupportedSources.ARXIV,10.1103/PhysRevA.76.012303,"In this paper we investigate stabilizer quantum error correction codes using
controlled phase rotations of strong coherent probe states. We explicitly
describe two methods to measure the Pauli operators which generate the
stabilizer group of a quantum code. First, we show how to measure a Pauli
operator acting on physical qubits using a single coherent state with large
average photon number, displacement operations, and photon detection. Second,
we show how to measure the stabilizer operators fault-tolerantly by the
deterministic preparation of coherent cat states along with one-bit
teleportations between a qubit-like encoding of coherent states and physical
qubits.",10,"http://arxiv.org/pdf/quant-ph/0612097v1
http://dx.doi.org/10.1103/PhysRevA.76.012303
http://arxiv.org/abs/quant-ph/0612097v1
http://arxiv.org/pdf/quant-ph/0612097v1"
"Mike K. P. So,Chi-Ming Wong",Estimation of multiple period expected shortfall and median shortfall for risk management,2012-01-01 00:00:00,SupportedSources.INTERNET_ARCHIVE,10.1080/14697681003785967,"With the regulatory requirements for risk management, Value at Risk (VaR) has become an essential tool in determining capital reserves to protect the risk induced by adverse market movements. The fact that VaR is not coherent has motivated the industry to explore alternative risk measures like expected shortfall. The first objective of this paper is to propose statistical methods for estimating multiple-period expected shortfall under GARCH models. In addition to the expected shortfall, we investigate a new tool called median shortfall to measure risk. The second objective of this paper is to develop backtesting methods for assessing the performance of expected shortfall and median shortfall estimators from statistical and financial perspectives. By applying our expected shortfall estimators and other existing approaches to seven international markets, we demonstrate the superiority of our methods with respect to statistical and practical evaluations. Our expected shortfall estimators likely provide an unbiased reference for setting the minimum capital required for safeguarding against expected loss.",11,https://web.archive.org/web/20170921233322/https://opus.lib.uts.edu.au/bitstream/10453/18911/1/2010001243.pdf
"Zachary Feinstein,Birgit Rudloff",Time consistency for scalar multivariate risk measures,2021-11-19 00:00:00,SupportedSources.INTERNET_ARCHIVE,,"In this paper we present results on dynamic multivariate scalar risk measures, which arise in markets with transaction costs and systemic risk. Dual representations of such risk measures are presented. These are then used to obtain the main results of this paper on time consistency; namely, an equivalent recursive formulation of multivariate scalar risk measures to multiportfolio time consistency. We are motivated to study time consistency of multivariate scalar risk measures as the superhedging risk measure in markets with transaction costs (with a single eligible asset) (Jouini and Kallal (1995), Roux and Zastawniak (2016), Loehne and Rudloff (2014)) does not satisfy the usual scalar concept of time consistency. In fact, as demonstrated in (Feinstein and Rudloff (2021)), scalar risk measures with the same scalarization weight at all times would not be time consistent in general. The deduced recursive relation for the scalarizations of multiportfolio time consistent set-valued risk measures provided in this paper requires consideration of the entire family of scalarizations. In this way we develop a direct notion of a ""moving scalarization"" for scalar time consistency that corroborates recent research on scalarizations of dynamic multi-objective problems (Karnam, Ma, and Zhang (2017), Kovacova and Rudloff (2021)).",12,https://web.archive.org/web/20211128160038/https://arxiv.org/pdf/1810.04978v5.pdf
"J. Gross,R. Muñoz",Emotion Regulation and Mental Health,1995-06-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1111/J.1468-2850.1995.TB00036.X,"In this article, we argue that emotion regulation is an essential (and traditionally underemphasized) feature of mental health. To develop this idea, we first define the terms emotion, emotion regulation, and mental health. We then chart the development of emotion regulation and describe its role in various facets of normal functioning. Next, we consider what happens when emotion becomes dysregulated in a major depressive episode. We suggest that an emotion regulatory perspective integrates diverse theoretical views of depression and has implications for the assessment, treatment, and prevention of depression. We conclude by speculating about the role of emotion regulation in the broader context of public mental health.",13,https://www.semanticscholar.org/paper/2b4994cd456292db5a53e87de5b1efa6fb24f167
B. Douglass,Doing hard time: developing real-time systems with uml,1999-05-21 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,,"(Chapters begin with an Introduction and conclude with a Summary, Looking Ahead, Exercises and References.) Figure List. About the Author. Preface. Acknowledgments. SECTION 1: BASICS. 1. Introduction to Objects and the Unified Modeling Language. Advantages of Objects. Terms and Concepts. Object Orientation with UML. Objects. Attributes. Behavior. Messaging. Responsibility. Concurrency. Objects as Autonomous Machines. Class Diagrams. Relations Among Classes and Objects. Use Cases. Sequence Diagrams. Physical Representation. Things Common to Diagrams. Notes. Packages. Constraints. Stereotypes. 2. Basic Concepts of Real-Time Systems. What is Real-Time? Terms and Concepts. Timeliness. Responsiveness. Concurrency. Scheduling Concurrent Threads. Event Arrival Patterns. Thread Rendezvous Patterns. Sharing Resources. Predictability. Memory Management. Correctness and Robustness. Deadlock. Exceptional Conditions. Race Conditions. Distributed Systems. Fault Tolerance and Safety. Dealing with Resource-Limited Target Environments. Low-Level Hardware Interfacing. Real-Time Operating Systems. Scalability. Scheduling. Typical RTOS Features. 3. Basic Concepts of Safety-Critical Systems. Introduction to Safety. The Therac-25 Story. Other Stories. Terms and Concepts. Safety Related Faults. Safety is a System Issue. Random Faults Versus Systematic Faults. Single Point Failures. Common Mode Failures. Latent Faults. Fail-Safe State. Achieving Safety. Safety Architectures. Single Channel Protected Design. Eight Steps to Safety. Step 1: Identify the Hazards. Step 2: Determine the Risks. Step 3: Define the Safety Measures. Step 4: Create Safe Requirements. Step 5: Create Safe Design. Step 6: Implementing Safely. Step 7: Assure Safety Process. Step 8: Test, Test, Test. Few Safety Related Standards. 4. Rapid Object-Oriented Process for Embedded Systems. Terms and Concepts. Development Phases. Ordering. Maturity. Development Task Sequencing. Waterfall Lifecycle. Iterative Lifecycles. Prototyping. Scheduling and Estimation. Advantages of Accurate Schedules. Difficulties of Accurate Scheduling. The ROPES Macro Cycle. Analysis. Requirements Analysis. Systems Analysis. Object Analysis. Design. Architectural Design. Mechanistic Design. Detailed Design. Translation. Activities. Artifacts. Testing. Activities. SECTION 2: ANALYSIS. 5. Requirements Analysis of Real-Time Systems. Terms and Concepts. Use Cases. Messages and Events. Scenarios, Protocols, and State Machines. Use Cases. Use Case Relations. Use Case Example: Air Traffic Control System. External Events. Context-Level Messages. Specifying External Messages. External Event List. Response Time. Detailing Use Case Behavior. Informal Textual Description. Scenarios. Sequence Diagrams. Statecharts for Defining Use Case Behavior. Identifying Use Cases. Using Use Cases. Heuristics for Good Requirements Analysis Diagrams. Use Case Diagram Heuristics. Use Case Heuristics. Use Case Sequence Diagram Heuristics. 6. Structural Object Analysis. Terms and Concepts. Key Strategies for Object Identification. Underline the Noun. Identify Causal Agents. Identify Coherent Services. Identify Real-World Items. Identify Physical Devices. Identify Essential Abstractions of Domains. Identify Transactions. Identify Persistent Information. Identify Visual Elements. Identify Control Elements. Execute Scenarios on the Object Model. Reification of Objects into Classes. Identify Object Associations. Multiplicity. Associations and Links. Aggregation and Composition. Object Attributes. Generalization Relationships. AATCS Example: Class Diagrams. Heuristics for Good Class Diagrams. Rules for Good Class Diagrams. 7. Object Behavioral Analysis. Terms and Concepts. Simple Behavior. State Behavior. Continuous Behavior. UML Statecharts. Basic State Semantics. Transitions and Events. Actions and Activities. Pseudostates. Orthogonal Regions and Synchronization. Basic Statechart Syntax. Inherited State Models. Ill-formed State Models. Example: AATCS Alarm System. The Role of Scenarios in the Definition of Behavior. Timing Diagrams. Sequence Diagrams. Activity Diagrams. Defining Operations. Types of Operations. Strategies for Defining Operations. Statechart Heuristics. Timing Diagram Heuristics. Activity Diagram Heuristics. SECTION 3: DESIGN. 8. Architectural Design. Terms and Concepts. Tasking Model. Representing Tasks. Defining Task Threads. Assigning Objects to Tasks. Defining Task Rendezvous. Component Model. Deployment Model. Representing Physical Architecture in the UML. Multiprocessor Systems. Safety/Reliability Model. 9. Mechanistic Design. Terms and Concepts. Design Pattern Basics. Mechanistic Design Patterns. Correctness Patterns. Execution Control Patterns. 10. Detailed Design. Introduction to Detailed Design. Terms and Concepts. Data Structure. Primitive Representational Types. Subrange Constraints. Derived Attributes. Data Collection Structure. Associations. The Object Interface. Definition of Operations. Detailed Algorithmic Design. Representing Algorithms in the UML. Algorithmic Example: Run-Time Data Interpolation. Exceptions. Source Language-based Exception Handling. State-based Exception Handling. SECTION 4. ADVANCED REAL-TIME MODELING. 11. Threads and Schedulability. Terms and Concepts. Time-Based Systems. Reactive Systems. Time Concepts. Scheduling Threads. Rate Monotonic Scheduling. Earliest Deadline Scheduling. Least Laxity Dynamic Scheduling. Maximum Urgency First Scheduling. Weighted Shortest Processing Time First (WSPTF) Scheduling. Minimizing Maximum Lateness Scheduling. Thread Synchronization and Resource Sharing. Mutual Exclusion Semaphore. Dekker's Algorithm. Spinlocks. Counting Semaphores. Condition Variables. Barriers. Rendezvous Objects. Schedulability Analysis of Hard Real-Time Systems. Global Analysis. Global Method with Blocking. Computing Blocking. Separate Task Utilization Bounds. Aperiodic Tasks. Schedulability Analysis of Soft Real-Time Systems. Warm and Fuzzy: Timeliness in the Soft Context. Soft Schedulability. 12. Dynamic Modeling. Terms and Concepts. But is it the Right State Machine? Behavioral Patterns. Latch State Pattern. Polling State Pattern. Latched Data Pattern. Device Mode State Pattern. Transaction State Pattern. Component Synchronization State Pattern. Barrier State Pattern. Event Hierarchy State Pattern. Random State Pattern. Null State Pattern. Watchdog State Pattern. Retriggerable Counter State Pattern. Model-Level Debugging and Testing. Animated Debugging. Animated Testing. Sample Debugging Session. 13. Real-Time Frameworks. Terms and Concepts. Real-Time Frameworks. Architectural Support Patterns. Safety and Reliability Patterns. Behavioral Patterns. Framework Design Principles and Metrics. Set of Services. Generalization Hierarchy Structure. Replaceable Components. Portability. Naming and Syntax Conventions. Performance. The Rhapsody Object Execution Framework (OXF). Rhapsody Architecture. Execution Framework. Interobject Association Patterns. Using C++ Standard Template Library. Abstract Operating System. Animation Framework. Sample Application Using the Rhapsody OXF Framework. Appendix A: UML Notation Summary. Appendix B: Introduction to Rhapsody. Appendix C: Introduction to Timewiz. Index. CD-ROM Warranty. 0201498375T04062001",14,https://www.semanticscholar.org/paper/827bef1a82c604c5bb63b48036b223780afcb8e3
"E. Duku,Molly M. Pottruff,M. Janus",Creating and Evaluating Two Cumulative Developmental Vulnerability Risk Measures.,2022-08-25 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.23889/ijpds.v7i3.1813,"ObjectivesThe Early Development Instrument (EDI) is a valid and reliable population-level tool measuring child developmental vulnerability in Kindergarten. The objective of this study was to derive and validate new EDI-based development “cumulative vulnerability” risk indicators using a cumulative risk index approach (Rutter, 1979). 
ApproachThe EDI has two main outcome measures: individual domain scores and vulnerability (scoring below a 10% cutpoint). To account for more complexity, we derived two new “cumulative vulnerability” measures. The Mean EDI Domain Score (MEDS) is the mean of the domain scores, and the Total EDI Vulnerability Index (TEVI) is an ordinal summative measure using domain vulnerability indicators. In Study I, we examined the relationship of the MEDS and TEVI measures with neighbourhood-level SES. In Study II, we examined the predictive/explanatory power of the MEDS and TEVI measures with Grade 3 provincial assessments in Ontario, Canada. 
ResultsStudy I used EDI Kindergarten data from twelve provincial and territorial data collections between 2008 and 2013 in Canada (316,015 children) aggregated to 2,038 customized neighbourhoods. The two new cumulative vulnerability measures worked as expected, with positive association between MEDS and neighbourhood SES (r=0.58), and a negative association between TEVI and neighbourhood SES (r=-0.57). Study II used data from 61,039 Kindergarten children matched between the EDI and Grade 3 EQAO datasets. The predictive/explanatory power of Mean EDI Domain Scores (MEDS; R2=0.11 to 0.15) was twice that of new ordinal summative measure (TEVI; R2=0.06 to 0.08). Interestingly, the predictive power of the TEVI was similar to that of the composite EDI outcome measure, overall vulnerability (vulnerable on one or more domains). 
ConclusionThe MEDS and TEVI work as expected and can be used for research and reporting purposes. More specifically, the TEVI can also be used as a severity metric evaluating the impact of multiple developmental vulnerabilities. It is recommended that further research be conducted to validate the measures with other datasets.",15,"https://www.semanticscholar.org/paper/2c6e129de2c5ec6c9ff1e2a32a9622d93eafd52f
https://ijpds.org/article/download/1813/3498"
"D. Batchelar,M. Westmore,Hao Lai,I. Cunningham",Quantitative coherent-scatter-computed tomography,1998-07-24 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1117/12.317076,"Conventional means of diagnosiing and assessing the progression of osteoporosis, including radiographic absorptiometry and quantitative CT, are directly or indirectly dependent upon bone density. This is, how ever, not always a reliable indicator of fracture risk. Changes in the trabecular structure and bone mineral content (BMC) are thought to provide a better indication of the change of spontaneous fractures occurring. Coherent-scatter CT (CSCT) is a technique which produces images based on the low angle (0 - 10 degrees) x-ray diffraction properties of tissue. Diffraction patterns from an object are acquired using first-generation CT geometry with a diagnostic x-ray image intensifier based system. These patterns are used to reconstruct a series of maps of the angle dependent coherent scatter cross section in a tomographic slice which are dependent upon the molecular structure of the scatterer. Hydroxyapatite has a very different cross section to that of soft tissue, and the CSCT method may, therefore, form the basis for a more direct measure of BMC. Our original CSCT images suffered from a 'cupping' artifact, resulting in increased intensities for pixels at the periphery of the object. This artifact, which is due to self-attenuation of scattered x rays, caused a systematic error of up to 20% in cross-sections measured from a CT image. This effect has been removed by monitoring the transmitted intensity using a photodiode mounted on the primary beam stop, and normalizing the scatter intensity to that of the transmitted beam for each projection. Images reconstructed from data normalized in this way do not exhibit observable attenuation artifacts. Elimination of this artifact enables the determination of accurate quantitative measures of BMC at each pixel in a tomograph.",16,https://www.semanticscholar.org/paper/86c7bb705e008a6304d663162da78852f277d402
"Eduard J. de Bruin,Chris van Run,Janneke Staaks,Anne Marie Meijer",Effects of sleep manipulation on cognitive functioning of adolescents: A systematic review,2017-04-01 00:00:00,SupportedSources.OPENALEX,10.1016/j.smrv.2016.02.006,,17,"https://openalex.org/W2288547812
https://doi.org/10.1016/j.smrv.2016.02.006"
"J. L. Meyers,D. B. Chorlian,T. B. Bigdeli,E. C. Johnson,F. Aliev,A. Agrawal,L. Almasy,A. Anokhin,H. J. Edenberg,T. Foroud,A. Goate,C. Kamarajan,S. Kinreich,J. Nurnberger,A. K. Pandey,G. Pandey,M. H. Plawecki,J. E. Salvatore,J. Zhang,A. Fanous,B. Porjesz","The association of polygenic risk for schizophrenia, bipolar disorder, and depression with neural connectivity in adolescents and young adults: examining developmental and sex differences",2021-01-14 00:00:00,SupportedSources.INTERNET_ARCHIVE,10.1038/s41398-020-01185-7,"AbstractNeurodevelopmental abnormalities in neural connectivity have been long implicated in the etiology of schizophrenia (SCZ); however, it remains unclear whether these neural connectivity patterns are associated with genetic risk for SCZ in unaffected individuals (i.e., an absence of clinical features of SCZ or a family history of SCZ). We examine whether polygenic risk scores (PRS) for SCZ are associated with functional neural connectivity in adolescents and young adults without SCZ, whether this association is moderated by sex and age, and if similar associations are observed for genetically related neuropsychiatric PRS. One-thousand four-hundred twenty-six offspring from 913 families, unaffected with SCZ, were drawn from the Collaborative Study of the Genetics of Alcoholism (COGA) prospective cohort (median age at first interview = 15.6 (12–26), 51.6% female, 98.1% European American, 41% with a family history of alcohol dependence). Participants were followed longitudinally with resting-state EEG connectivity (i.e., coherence) assessed every two years. Higher SCZ PRS were associated with elevated theta (3–7 Hz) and alpha (7–12 Hz) EEG coherence. Associations differed by sex and age; the most robust associations were observed between PRS and parietal-occipital, central-parietal, and frontal-parietal alpha coherence among males between ages 15–19 (B: 0.15–0.21, p < 10–4). Significant associations among EEG coherence and Bipolar and Depression PRS were observed, but differed from SCZ PRS in terms of sex, age, and topography. Findings reveal that polygenic risk for SCZ is robustly associated with increased functional neural connectivity among young adults without a SCZ diagnosis. Striking differences were observed between men and women throughout development, mapping onto key periods of risk for the onset of psychotic illness and underlining the critical importance of examining sex differences in associations with neuropsychiatric PRS across development.",18,https://web.archive.org/web/20210429072948/https://www.nature.com/articles/s41398-020-01185-7.pdf?error=cookies_not_supported&code=5f46e665-0b51-4bab-8181-2044c888a125
"Marcelo Brutti Righi,Paulo Sergio Ceretta",Shortfall deviation risk: an alternative for risk measurement,2016-01-01 00:00:00,SupportedSources.INTERNET_ARCHIVE,10.21314/jor.2016.349,"We present the Shortfall Deviation Risk (SDR), a risk measure that represents the expected loss that occurs with certain probability penalized by the dispersion of results that are worse than such an expectation. SDR combines Expected Shortfall (ES) and Shortfall Deviation (SD), which we also introduce, contemplating two fundamental pillars of the risk concept, the probability of adverse events and the variability of an expectation, and considers extreme results. We demonstrate that SD is a generalized deviation measure, whereas SDR is a coherent risk measure. We achieve the dual representation of SDR, and we discuss issues such as its representation by a weighted ES, acceptance sets, convexity, continuity and the relationship with stochastic dominance. Illustrations with real and simulated data allow us to conclude that SDR offers greater protection in risk measurement compared with VaR and ES, especially in times of significant turbulence in riskier scenarios.",19,https://web.archive.org/web/20200824202717/https://arxiv.org/vc/arxiv/papers/1501/1501.02007v3.pdf
Christopher Wirbelauer,Noncontact Goniometry With Optical Coherence Tomography,2005-02-01 00:00:00,SupportedSources.INTERNET_ARCHIVE,10.1001/archopht.123.2.179,"Objective: To assess the value of noncontact goniometry with optical coherence tomography (OCT) compared with current clinical parameters in the evaluation of the anterior chamber angle (ACA). Design: Prospective observational study of 138 eyes of 109 patients. Methods: The ACA parameters and angle-opening distance (AOD) were measured with slitlamp-adapted OCT goniometry. The iris and scleral thickness and the iris convexity were assessed with OCT. Both ACA and AOD were compared with the clinical parameters of gonioscopy grade, limbal anterior chamber depth (ACD), ultrasonographic central ACD, and lens-axial length (LAL) ratio. Results: Noncontact goniometry with OCT revealed mean±SD values of 28°± 16°for the ACA and 381±234",20,https://web.archive.org/web/20190430233544/https://jamanetwork.com/journals/jamaophthalmology/articlepdf/416836/ecs30299.pdf
"Spencer Frei,Yuan Cao,Quanquan Gu",Agnostic Learning of a Single Neuron with Gradient Descent,2020-05-29 07:20:35+00:00,SupportedSources.ARXIV,,"We consider the problem of learning the best-fitting single neuron as
measured by the expected square loss $\mathbb{E}_{(x,y)\sim
\mathcal{D}}[(\sigma(w^\top x)-y)^2]$ over some unknown joint distribution
$\mathcal{D}$ by using gradient descent to minimize the empirical risk induced
by a set of i.i.d. samples $S\sim \mathcal{D}^n$. The activation function
$\sigma$ is an arbitrary Lipschitz and non-decreasing function, making the
optimization problem nonconvex and nonsmooth in general, and covers typical
neural network activation functions and inverse link functions in the
generalized linear model setting. In the agnostic PAC learning setting, where
no assumption on the relationship between the labels $y$ and the input $x$ is
made, if the optimal population risk is $\mathsf{OPT}$, we show that gradient
descent achieves population risk $O(\mathsf{OPT})+\epsilon$ in polynomial time
and sample complexity when $\sigma$ is strictly increasing. For the ReLU
activation, our population risk guarantee is $O(\mathsf{OPT}^{1/2})+\epsilon$.
When labels take the form $y = \sigma(v^\top x) + \xi$ for zero-mean
sub-Gaussian noise $\xi$, we show that the population risk guarantees for
gradient descent improve to $\mathsf{OPT} + \epsilon$. Our sample complexity
and runtime guarantees are (almost) dimension independent, and when $\sigma$ is
strictly increasing, require no distributional assumptions beyond boundedness.
For ReLU, we show the same results under a nondegeneracy assumption for the
marginal distribution of the input.",21,"http://arxiv.org/pdf/2005.14426v3
http://arxiv.org/abs/2005.14426v3
http://arxiv.org/pdf/2005.14426v3"
