paper_id,paper_keywords,paper_title,paper_abstract,citation
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.","13. Kuo T-T, Hsu C-N, Ohno-Machado L. ModelChain: Decentralized PrivacyPreserving Healthcare Predictive Modeling Framework on Private Blockchain Networks. ONC/NIST Use of Blockchain for Healthcare and Research Workshop. Gaithersburg, Maryland, United States: ONC/NIST; 2016."
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.",14. Lamport L. Password authentication with insecure communication. Commun ACM 1981;24(11):770–72.
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.","15. Kelsey J. Introduction to Blockchains. ONC/NIST Use of Blockchain for Healthcare and Research Workshop. Gaithersburg, Maryland, United States: ONC/NIST; 2016."
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.","16. Bitcoin.org. Bitcoin Developer Guide. https://bitcoin.org/en/developerguide. Accessed February 1, 2017."
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.","17. Blockchain Luxembourg S.A. Unconfirmed Transactions: Live Updating List of New Bitcoin Transactions. https://blockchain.info/unconfirmedtransactions. Accessed February 10, 2017."
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.","18. Garay J, Kiayias A, Leonardos N. The bitcoin backbone protocol: Analysis and applications. Annual International Conference on the Theory and Applications of Cryptographic Techniques. Berlin, Heidelberg: Springer; 2015:281–310."
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.","19. Pass R, Tech C, Seeman L. Analysis of the Blockchain Protocol in Asynchronous Networks. Annual International Conference on the Theory and Applications of Cryptographic Techniques. Cham, Switzerland: Springer; 2017:643–673."
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.","20. Sompolinsky Y, Zohar A. Secure high-rate transaction processing in Bitcoin. International Conference on Financial Cryptography and Data Security. Springer; 2015:507–27."
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.",21. Eyal I. The miner’s dilemma. 2015 IEEE Symposium on Security and Privacy. IEEE; 2015:89–103.
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.","22. Eyal I, Sirer EG. Majority is not enough: Bitcoin mining is vulnerable. International Conference on Financial Cryptography and Data Security. Springer; 2014:436–54."
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.","23. Buterin V. A Next-generation Smart Contract and Decentralized Application Platform. https://github.com/ethereum/wiki/wiki/White-Paper. Accessed July 31, 2016."
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.","24. Wood G. Ethereum: A Secure Decentralised Generalised Transaction Ledger. http://www.cryptopapers.net/papers/ethereum-yellowpaper.pdf. Accessed October 11, 2016.2014."
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.","25. Ethereum Foundation. The Ethereum Project. https://www.ethereum.org/. Accessed December 16, 2016."
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.","26. Ripple. The Ripple. https://ripple.com/. Accessed December 15, 2016."
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.","27. Moreno-Sanchez P, Zafar MB, Kate A. Listening to whispers of ripple: Linking wallets and deanonymizing transactions in the ripple network. Proc Privacy Enhancing Technol. 2016;2016(4):436–53."
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.","28. The Dash Network. The Dash Crypto Currency. https://www.dash.org/. Accessed April 13, 2017."
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.","29. Duffield E, Diaz D. Dash: A Privacy-Centric Crypto-Currency. https://github.com/dashpay/dash/wiki/Whitepaper. Accessed April 13, 2017."
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.","30. Litecoin Project. Litecoin - Open source P2P digital currency. https://lite coin.org/. Accessed December 15, 2016."
ocx068.pdf,"blockchain,distributed ledger technology,health information exchange,security,interoperability",Blockchain distributed ledger technologies for biomedical and health care applications,"Objectives: To introduce blockchain technologies, including their benefits, pitfalls, and the latest applications, to the biomedical and health care domains.
Target Audience: Biomedical and health care informatics researchers who would like to learn about blockchain technologies and their applications in the biomedical/health care domains.
Scope: The covered topics include: (1) introduction to the famous Bitcoin crypto-currency and the underlying blockchain technology; (2) features of blockchain; (3) review of alternative blockchain technologies; (4) emerg- ing nonfinancial distributed ledger technologies and applications; (5) benefits of blockchain for biomedical/ health care applications when compared to traditional distributed databases; (6) overview of the latest biomed- ical/health care applications of blockchain technologies; and (7) discussion of the potential challenges and pro- posed solutions of adopting blockchain technologies in biomedical/health care domains.","31. Stevenson J. Getting started with Litecoins (after Bitcoin). John Stevenson; 2013. https://books.google.com/books?id=jk5zAgAAQBAJ. Accessed December 15, 2016."
