authors,title,pub_date,source,doi,abstract,rank,url
"M. Fukasawa,Ryoji Takano",A partial rough path space for rough volatility,2022-05-20 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,,"We develop a variant of rough path theory tailor-made for the analysis of a class of ﬁnancial asset price models, the so-called rough volatility models. As an application, we prove a pathwise large deviation principle (LDP) for a certain class of rough volatility models, which in turn describes the limiting behavior of implied volatility for short maturity under those models. First we introduce a partial rough path space and an integration map on it, and then investigate several fundamental properties including local Lipschitz continuity of the integration map from the partial rough path space to a rough path space. Second we construct a rough path lift of a rough volatility model. Fi-nally, an LDP on the partial rough path space is proved and the LDP for rough volatility then follows by the continuity of the solution map of rough diﬀerential equations (RDE).",10,https://www.semanticscholar.org/paper/c57abbcddb37fe095126599ccd2d03f32e96de60
"Walcott, R.",Creating an Implied Volatility Surface with Rough Volatility Models,2022-01-01 00:00:00,SupportedSources.CROSSREF,10.2139/ssrn.4289148,,11,http://dx.doi.org/10.2139/ssrn.4289148
"Bourgey, Florian,De Marco, Stefano,Friz, Peter K.,Pigato, Paolo",Local volatility under rough volatility,2022-04-05 00:00:00,SupportedSources.CORE,,"Several asymptotic results for the implied volatility generated by a rough
volatility model have been obtained in recent years (notably in the
small-maturity regime), providing a better understanding of the shapes of the
volatility surface induced by rough volatility models, and supporting their
calibration power to S&P500 option data. Rough volatility models also generate
a local volatility surface, via the so-called Markovian projection of the
stochastic volatility. We complement the existing results on the implied
volatility by studying the asymptotic behavior of the local volatility surface
generated by a class of rough stochastic volatility models, encompassing the
rough Bergomi model. Notably, we observe that the celebrated ""1/2 skew rule""
linking the short-term at-the-money skew of the implied volatility to the
short-term at-the-money skew of the local volatility, a consequence of the
celebrated ""harmonic mean formula"" of [Berestycki, Busca, and Florent, QF
2002], is replaced by a new rule: the ratio of the at-the-money implied and
local volatility skews tends to the constant 1/(H + 3/2) (as opposed to the
constant 1/2), where H is the regularity index of the underlying instantaneous
volatility process",12,http://arxiv.org/abs/2204.02376
"Masaaki Fukasawa,Tetsuya Takabatake,Rebecca Westphal",Is Volatility Rough ?,2019-05-17 00:00:00,SupportedSources.INTERNET_ARCHIVE,,"Rough volatility models are continuous time stochastic volatility models where the volatility process is driven by a fractional Brownian motion with the Hurst parameter smaller than half, and have attracted much attention since a seminal paper titled ""Volatility is rough"" was posted on SSRN in 2014 showing that the log realized volatility time series of major stock indices have the same scaling property as such a rough fractional Brownian motion has. We however find by simulations that the impressive approach tends to suggest the same roughness irrespectively whether the volatility is actually rough or not; an overlooked estimation error of latent volatility often results in an illusive scaling property. Motivated by this preliminary finding, here we develop a statistical theory for a continuous time fractional stochastic volatility model to examine whether the Hurst parameter is indeed estimated smaller than half, that is, whether the volatility is really rough. We construct a quasi-likelihood estimator and apply it to realized volatility time series. Our quasi-likelihood is based on the error distribution of the realized volatility and a Whittle-type approximation to the auto-covariance of the log-volatility process. We prove the consistency of our estimator under high frequency asymptotics, and examine by simulations its finite sample performance. Our empirical study suggests that the volatility is indeed rough; actually it is even rougher than considered in the literature.",13,https://web.archive.org/web/20191020031305/https://arxiv.org/pdf/1905.04852v2.pdf
"M. Fukasawa,Tetsuya Takabatake,Rebecca Westphal",ST ] 1 7 M ay 2 01 9 Is Volatility Rough ? ∗,None,SupportedSources.SEMANTIC_SCHOLAR,,"Rough volatility models are continuous time stochastic volatility models where the volatility process is driven by a fractional Brownian motion with the Hurst parameter smaller than half, and have attracted much attention since a seminal paper titled “Volatility is rough” was posted on SSRN in 2014 showing that the log realized volatility time series of major stock indices have the same scaling property as such a rough fractional Brownian motion has. We however find by simulations that the impressive approach tends to suggest the same roughness irrespectively whether the volatility is actually rough or not; an overlooked estimation error of latent volatility often results in an illusive scaling property. Motivated by this preliminary finding, here we develop a statistical theory for a continuous time fractional stochastic volatility model to examine whether the Hurst parameter is indeed estimated smaller than half, that is, whether the volatility is really rough. We construct a quasi-likelihood estimator and apply it to realized volatility time series. Our quasi-likelihood is based on the error distribution of the realized volatility and a Whittle-type approximation to the auto-covariance of the log-volatility process. We prove the consistency of our estimator under high frequency asymptotics, and examine by simulations its finite sample performance. Our empirical study suggests that the volatility is indeed rough; actually it is even rougher than considered in the literature.",14,https://www.semanticscholar.org/paper/6bc6b4679530c053e7a26ed3a4467dcd65fd5bcd
"Omar El Euch,M. Rosenbaum",Perfect hedging in rough Heston models,2017-03-15 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1214/18-AAP1408,"Rough volatility models are known to reproduce the behavior of historical volatility data while at the same time fitting the volatility surface remarkably well, with very few parameters. However, managing the risks of derivatives under rough volatility can be intricate since the dynamics involve fractional Brownian motion. We show in this paper that surprisingly enough, explicit hedging strategies can be obtained in the case of rough Heston models. The replicating portfolios contain the underlying asset and the forward variance curve, and lead to perfect hedging (at least theoretically). From a probabilistic point of view, our study enables us to disentangle the infinite-dimensional Markovian structure associated to rough volatility models.",15,"https://www.semanticscholar.org/paper/03def6581fdab15051fb05bfb6ea2fdd467308c3
http://arxiv.org/pdf/1703.05049"
"Martin Forde,Masaaki Fukasawa,Stefan Gerhold,Ben J. Smith",The Rough Bergomi model as H ! 0 - skew flattening/blow up and non-Gaussian rough volatility,2020-03-28 00:00:00,SupportedSources.OPENALEX,,,16,https://openalex.org/W3137884728
"Garnier, Josselin,Solna, Knut",Option Pricing under Fast-varying and Rough Stochastic Volatility,2018-04-16 00:00:00,SupportedSources.CORE,10.1007/s10436-018-0325-4,"Recent empirical studies suggest that the volatilities associated with
financial time series exhibit short-range correlations. This entails that the
volatility process is very rough and its autocorrelation exhibits sharp decay
at the origin. Another classic stylistic feature often assumed for the
volatility is that it is mean reverting. In this paper it is shown that the
price impact of a rapidly mean reverting rough volatility model coincides with
that associated with fast mean reverting Markov stochastic volatility models.
This reconciles the empirical observation of rough volatility paths with the
good fit of the implied volatility surface to models of fast mean reverting
Markov volatilities. Moreover, the result conforms with recent numerical
results regarding rough stochastic volatility models. It extends the scope of
models for which the asymptotic results of fast mean reverting Markov
volatilities are valid. The paper concludes with a general discussion of
fractional volatility asymptotics and their interrelation. The regimes
discussed there include fast and slow volatility factors with strong or small
volatility fluctuations and with the limits not commuting in general. The
notion of a characteristic term structure exponent is introduced, this exponent
governs the implied volatility term structure in the various asymptotic
regimes.Comment: arXiv admin note: text overlap with arXiv:1604.0010",17,http://arxiv.org/abs/1707.00610
"Aitor Muguruza Gonzalez,Antoine Jacquier,Blanka Horvath,EPSRC: Doctoral Training Centre Financial Computing And Analytics",Rough Volatility: pushing the boundaries of quantitative modelling past the Markovian era,2022-05-25 00:00:00,SupportedSources.INTERNET_ARCHIVE,10.25560/96984,"Rough volatility models have brought a breeze of fresh air into financial modelling, which historically has been mostly tied to Markovian models. Alas, this novelty comes with a number of challenges and questions that require new techniques to be answered. The present thesis first explores the numerical implementation of rough volatility models, both to provide convergence results and to ensure a competitive implementation. Our findings conclude that fractional calculus and Hölder spaces provide the right framework to set the theoretical grounds of numerical schemes related to rough volatility models and fractional diffusions in general. In addition, we explore the use of deep learning methods to leverage the speed of numerical schemes and provide state-of-the-art calibration techniques that make rough volatility models as simple and efficient to implement as the Black-Scholes formula. The second part of the thesis explores the theoretical properties of rough volatility models regarding volatility products such as VIX and realized variance options. We explore short-time asymptotics using two different techniques: Malliavin Calculus and Large Deviations Principle. Remarkably, we find that both approaches complement each other and provide a very accurate description of the short-time implied volatility smile. Building upon these short-time asymptotics, we further provide approximation formulas for the at-the-money implied volatility and its skew. Finally, in the third part of the thesis we cross the bridge between the physical P and risk-neutral Q measures. We provide sufficient conditions for such change of measure to be well defined and explore the numerical estimation of the market risk premium process in rough volatility models.",18,https://web.archive.org/web/20220526171240/https://spiral.imperial.ac.uk/bitstream/10044/1/96984/3/MuguruzaGonzalez-A-2022-PhD-Thesis.pdf.pdf
"J. D. da Fonseca,Wenjun Zhang",Volatility of volatility is (also) rough,2019-01-15 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1002/FUT.21995,"Using high‐frequency data for major volatility indexes, we compute the volatility of volatility and show that its logarithm follows a fractional Brownian motion with Hurst parameter smaller than 1/2 thereby extending to the volatility asset class the recent findings obtained for the equity index markets. The results confirm that the volatility of volatility is a rough process and it possesses the long memory property. We also show that the correlation between the volatility and the volatility of volatility is positive, consistent with observations in the volatility option market. Lastly, a robustness check using volatility futures confirms the findings.",19,https://www.semanticscholar.org/paper/4cf6558b629015531ac7d4c653162b20fcec17dc
"Henry Stone,Antoine Jacquier,Mikko Pakkanen,Engineering And Physical Sciences Research Council",Rough volatility models: small-time asymptotics and calibration,2020-08-20 00:00:00,SupportedSources.INTERNET_ARCHIVE,10.25560/81768,"Inspired by the work of Al'os, Le ́on and Vives [ALV07] and Fukasawa [Fuk17], who showed that a volatility process driven by a fractional Brownian motion generates the power law at-the-money volatility skew observed in financial market data, Gatheral, Jaisson and Rosenbaum [GJR18a] spawned a class of models now known as rough volatility models. We study the asymptotic behaviour of such models, and investigate how convolutional neural networks can be used for their calibration. Chapter 1 serves as an introduction. We begin with implied volatility, and then intro- duce a number of model classes, starting with local volatility models and ending with rough volatility models, and discuss their associated asymptotic behaviour. We also introduce the theoretical tools used to prove the main results. In Chapter 2 we study the small-time behaviour of the rough Bergomi model, introduced by Bayer, Friz, and Gatheral [BFG16]. We prove a pathwise large deviations principle for a small-noise version of the model, and use this result to establish the small-time behaviour of the rescaled log stock price process. This, in turn, allows us to characterise the small-time implied volatility behaviour of the model. Using the same theoretical framework, we are also able to establish the small-time implied volatility behaviour of the lognormal fSABR model of Akahori, Song, and Wang [ASW17]. In Chapter 3 we present small-time implied volatility asymptotics for realised variance (RV) options for a number of (rough) stochastic volatility models via a large deviations principle. We interestingly discover that these (rough) volatility models, together with others proposed in the literature, generate linear smiles around the money. We provide numerical results along with efficient and robust numerical recipes to compute the rate function; the backbone of our theoretical framework. Based on our results, we develop an approximation scheme for the density of the realised variance, which in turn allows the volatility swap density to be expressed i [...]",20,https://web.archive.org/web/20200821013311/https://spiral.imperial.ac.uk:8443/bitstream/10044/1/81768/1/Stone-H-2020-PhD-Thesis.pdf
"Franses, P.,van Dijk, D.",Regime-switching models for volatility,None,SupportedSources.CROSSREF,10.1017/cbo9780511754067.005,,21,http://dx.doi.org/10.1017/cbo9780511754067.005
,Parameter-Driven Volatility Models,2019-03-25 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1002/9781119313472.ch12,,22,https://www.semanticscholar.org/paper/c96bd9919d9a057898948523e46192f5db85f3be
,Volatility Models,2017-01-04 00:00:00,SupportedSources.CROSSREF,10.1002/9781119192190.ch7,,23,"https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2F9781119192190.ch7
https://onlinelibrary.wiley.com/doi/full/10.1002/9781119192190.ch7
http://dx.doi.org/10.1002/9781119192190.ch7"
"Neusser, K.",Models of Volatility,2016-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-319-32862-1_8,,24,"http://link.springer.com/content/pdf/10.1007/978-3-319-32862-1_8
http://dx.doi.org/10.1007/978-3-319-32862-1_8"
"Heinen, A.,Valdesogo, A.",Copula-Based Volatility Models,2012-03-27 00:00:00,SupportedSources.CROSSREF,10.1002/9781118272039.ch12,,25,"https://onlinelibrary.wiley.com/doi/full/10.1002/9781118272039.ch12
http://dx.doi.org/10.1002/9781118272039.ch12"
"Fan, J.,Yao, Q.",Heteroscedastic Volatility Models,None,SupportedSources.CROSSREF,10.1017/9781108120616.004,,26,http://dx.doi.org/10.1017/9781108120616.004
"Palm, F.",7 GARCH models of volatility,1996-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/s0169-7161(96)14009-8,,27,http://dx.doi.org/10.1016/s0169-7161(96)14009-8
"Ofelia Bonesini,G. Callegaro,A. Jacquier",Functional quantization of rough volatility and applications to the VIX,2021-04-09 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.2139/SSRN.3822933,"We develop a product functional quantization of rough volatility. Since the quantizers can be computed offline, this new technique, built on the insightful works by Luschgy and Pages, becomes a strong competitor in the new arena of numerical tools for rough volatility. We concentrate our numerical analysis to pricing VIX Futures in the rough Bergomi model and compare our results to other recently suggested benchmarks.",28,"https://www.semanticscholar.org/paper/780fa184d2de8fc9ea004283ef81bd5b9e4ace21
http://arxiv.org/pdf/2104.04233"
"A. Bondi,Sergio Pulido,S. Scotti",The Rough Hawkes Heston Stochastic Volatility Model,2022-10-22 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.2139/ssrn.4253827,"We study an extension of the Heston stochastic volatility model that incorporates rough volatility and jump clustering phenomena. In our model, named the rough Hawkes Heston stochastic volatility model, the spot variance is a rough Hawkes-type process proportional to the intensity process of the jump component appearing in the dynamics of the spot variance itself and the log returns. The model belongs to the class of aﬃne Volterra models. In particular, the Fourier-Laplace transform of the log returns and the square of the volatility index can be computed explicitly in terms of solutions of deterministic Riccati-Volterra equations, which can be eﬃciently approximated using a multi-factor approximation technique. We calibrate a parsimonious speciﬁcation of our model characterized by a power kernel and an exponential law for the jumps. We show that our parsimonious setup is able to simultaneously capture, with a high precision, the behavior of the implied volatility smile for both S&P 500 and VIX options. In particular, we observe that in our setting the usual shift in the implied volatility of VIX options is explained by a very low value of the power in the kernel. Our ﬁndings demonstrate the relevance, under an aﬃne framework, of rough volatility and self-exciting jumps in order to capture the joint evolution of the S&P 500 and VIX.",29,"https://www.semanticscholar.org/paper/49038bf98b1301b575e5df92a53fe2a716fc068b
http://arxiv.org/pdf/2210.12393"
M. Fukasawa,Volatility has to be rough,2020-02-21 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1080/14697688.2020.1825781,"Under power-law blow-up of the short ATM skew, volatility must be rough in a viable market for the underlying asset",30,https://www.semanticscholar.org/paper/520d29c4fa2e391765aef77e3028cb60e89928f2
"Friz, Peter K.,Gassiat, Paul,Pigato, Paolo",Short-dated smile under rough volatility: asymptotics and numerics,2021-01-01 00:00:00,SupportedSources.CORE,10.34657/8105,"In Friz et al. [Precise asymptotics for robust stochastic volatility models. Ann. Appl. Probab, 2021, 31(2), 896–940], we introduce a new methodology to analyze large classes of (classical and rough) stochastic volatility models, with special regard to short-time and small-noise formulae for option prices, using the framework [Bayer et al., A regularity structure for rough volatility. Math. Finance, 2020, 30(3), 782–832]. We investigate here the fine structure of this expansion in large deviations and moderate deviations regimes, together with consequences for implied volatility. We discuss computational aspects relevant for the practical application of these formulas. We specialize such expansions to prototypical rough volatility examples and discuss numerical evidence",31,https://core.ac.uk/download/525030377.pdf
"M. Fukasawa,Jim Gatheral",A Rough SABR Formula,2021-05-11 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.2139/ssrn.3844278,"Following an approach originally suggested by Balland in the context of the SABR model, we derive an ODE that is satisfied by normalized volatility smiles for short maturities under a rough volatility extension of the SABR model that extends also the rough Bergomi model. We solve this ODE numerically and further present a very accurate approximation to the numerical solution that we dub the rough SABR formula.",32,https://www.semanticscholar.org/paper/f81233174eac94c9f44ee7c883a1fec6a8dc605d
"Giacomo Giorgio,Barbara Pacchiarotti,Paolo Pigato",Short-time asymptotics for non self-similar stochastic volatility models,2022-08-26 00:00:00,SupportedSources.INTERNET_ARCHIVE,,"We provide a short-time large deviation principle (LDP) for stochastic volatility models, where the volatility is expressed as a function of a Volterra process. This LDP holds under suitable conditions, but does not require any self-similarity assumption on the Volterra process. For this reason, we are able to apply such LDP to two notable examples of non self-similar rough volatility models: models where the volatility is given as a function of a log-modulated fractional Brownian motion [Bayer et al., Log-modulated rough stochastic volatility models. SIAM J. Financ. Math, 2021, 12(3), 1257-1284], and models where it is given as a function of a fractional Ornstein-Uhlenbeck (fOU) process [Gatheral et al., Volatility is rough. Quant. Finance, 2018, 18(6), 933-949]. In both cases we derive consequences for short-maturity European option prices and implied volatility surfaces. In the fOU case we also discuss moderate deviations pricing and simulation results.",33,https://web.archive.org/web/20220830035109/https://arxiv.org/pdf/2204.10103v2.pdf
"Giuseppe Brandi,T. Di Matteo",Multiscaling and rough volatility: an empirical investigation,2022-01-25 17:07:31+00:00,SupportedSources.ARXIV,,"Pricing derivatives goes back to the acclaimed Black and Scholes model.
However, such a modeling approach is known not to be able to reproduce some of
the financial stylized facts, including the dynamics of volatility. In the
mathematical finance community, it has therefore emerged a new paradigm, named
rough volatility modeling, that represents the volatility dynamics of financial
assets as a fractional Brownian motion with Hurst exponent very small, which
indeed produces rough paths. At the same time, prices' time series have been
shown to be multiscaling, characterized by different Hurst scaling exponents.
This paper assesses the interplay, if present, between price multiscaling and
volatility roughness, defined as the (low) Hurst exponent of the volatility
process. In particular, we perform extensive simulation experiments by using
one of the leading rough volatility models present in the literature, the rough
Bergomi model. A real data analysis is also carried out in order to test if the
rough volatility model reproduces the same relationship. We find that the model
is able to reproduce multiscaling features of the prices' time series when a
low value of the Hurst exponent is used but it fails to reproduce what the real
data say. Indeed, we find that the dependency between prices' multiscaling and
the Hurst exponent of the volatility process is diametrically opposite to what
we find in real data, namely a negative interplay between the two.",34,"http://arxiv.org/pdf/2201.10466v1
http://arxiv.org/abs/2201.10466v1
http://arxiv.org/pdf/2201.10466v1"
"Peter K. Friz,Paul Gassiat,Paolo Pigato",Precise asymptotics: robust stochastic volatility models,2020-11-18 00:00:00,SupportedSources.INTERNET_ARCHIVE,,"We present a new methodology to analyze large classes of (classical and rough) stochastic volatility models, with special regard to short-time and small noise formulae for option prices. Our main tool is the theory of regularity structures, which we use in the form of [Bayer et al; A regularity structure for rough volatility, 2017]. In essence, we implement a Laplace method on the space of models (in the sense of Hairer), which generalizes classical works of Azencott and Ben Arous on path space and then Aida, Inahama--Kawabi on rough path space. When applied to rough volatility models, e.g. in the setting of [Forde-Zhang, Asymptotics for rough stochastic volatility models, 2017], one obtains precise asymptotic for European options which refine known large deviation asymptotics.",35,https://web.archive.org/web/20201120060813/https://arxiv.org/pdf/1811.00267v2.pdf
,Volatility,2019-02-21 00:00:00,SupportedSources.CROSSREF,10.1017/9781316819302.012,,36,http://dx.doi.org/10.1017/9781316819302.012
"Bag, D.",Volatility,2022-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-981-16-1135-3_2,,37,"https://link.springer.com/content/pdf/10.1007/978-981-16-1135-3_2
http://dx.doi.org/10.1007/978-981-16-1135-3_2"
"Dumas, B.,Luciano, E.",From volatility smiles to the volatility of volatility,2019-08-21 00:00:00,SupportedSources.CROSSREF,10.1007/s10203-019-00263-w,,38,"http://link.springer.com/content/pdf/10.1007/s10203-019-00263-w.pdf
http://link.springer.com/article/10.1007/s10203-019-00263-w/fulltext.html
http://link.springer.com/content/pdf/10.1007/s10203-019-00263-w.pdf
http://dx.doi.org/10.1007/s10203-019-00263-w"
,"Fixated on Volatility and the VIX: What Is Volatility, Anyhow?",2012-12-20 00:00:00,SupportedSources.CROSSREF,10.1002/9781118524046.ch5,,39,"https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118524046.ch5
https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118524046.ch5
http://dx.doi.org/10.1002/9781118524046.ch5"
"Jingtang Ma,Wensheng Yang,Zhenyu Cui",Semimartingale and continuous-time Markov chain approximation for rough stochastic local volatility models,2021-10-15 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.2139/ssrn.3943560,"Rough volatility models have recently been empirically shown to provide a good fit to historical volatility time series and implied volatility smiles of SPX options. They are continuous-time stochastic volatility models, whose volatility process is driven by a fractional Brownian motion with Hurst parameter less than half. Due to the challenge that it is neither a semimartingale nor a Markov process, there is no unified method that not only applies to all rough volatility models, but also is computationally efficient. This paper proposes a semimartingale and continuous-time Markov chain (CTMC) approximation approach for the general class of rough stochastic local volatility (RSLV) models. In particular, we introduce the perturbed stochastic local volatility (PSLV) model as the semimartingale approximation for the RSLV model and establish its existence , uniqueness and Markovian representation. We propose a fast CTMC algorithm and prove its weak convergence. Numerical experiments demonstrate the accuracy and high efficiency of the method in pricing European, barrier and American options. Comparing with existing literature, a significant reduction in the CPU time to arrive at the same level of accuracy is observed.",40,"https://www.semanticscholar.org/paper/5825ec59230c602f7769fa8a4217e441d3e39247
http://arxiv.org/pdf/2110.08320"
"Ruckstuhl, U.",Appliance for rough trimming of plaster models,1926-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/s0099-6963(26)80005-5,,41,"https://api.elsevier.com/content/article/PII:S0099696326800055?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0099696326800055?httpAccept=text/plain
http://dx.doi.org/10.1016/s0099-6963(26)80005-5"
"Bayer, Christian,Friz, Peter,Gassiat, Paul,Martin, Jorg,Stemper, Benjamin",A regularity structure for rough volatility,2019-11-19 00:00:00,SupportedSources.CORE,10.1111/mafi.12233,"A new paradigm has emerged recently in financial model-ing: rough (stochastic) volatility. First observed by Gatheralet al. in high-frequency data, subsequently derived withinmarket  microstructure  models,  rough  volatility  capturesparsimoniously  key-stylized  facts  of  the  entire  impliedvolatility  surface,  including  extreme  skews  (as  observedearlier by Alòs et al.) that were thought to be outside thescope of stochastic volatility models. On the mathematicalside, Markovianity and, partially, semimartingality are lost.In this paper, we show that Hairer’s regularity structures, amajor extension of rough path theory, which caused a rev-olution in the field of stochastic partial differential equa-tions, also provide a new and powerful tool to analyze roughvolatility models.DFG
http://dx.doi.org/10.13039/501100001659ERC
http://dx.doi.org/10.13039/501100000781ANR
http://dx.doi.org/10.13039/501100001665Peer Reviewe",42,https://core.ac.uk/download/527932730.pdf
