authors,title,pub_date,source,doi,abstract,rank,url
"Mao, Wei,Mao, Xuerong",Approximate solutions of hybrid stochastic pantograph equations with Levy jumps,2013-01-01 00:00:00,SupportedSources.CORE,10.1155/2013/718627,"We investigate a class of stochastic pantograph differential equations with Markovian switching and Levy jumps. We prove that the approximate solutions converge to the true solutions in 퐿 2 sense as well as in probability under local Lipschitz condition and generalize the results obtained by Fan et al. (2007), Milošević and Jovanović (2011), and Marion et al. (2002) to cover a class of more general stochastic pantograph differential equations with jumps. Finally, an illustrative example is given to demonstrate our established theory",10,https://core.ac.uk/download/19610026.pdf
Alan L. Lewis,Applications of Eigenfunction Expansions in Continuous‐Time Finance,1998-10-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1111/1467-9965.00059,"We provide exact solutions for two closely related valuation problems in continuous‐time finance. The first problem is to value generalized European‐style options on stocks that pay dividends at a constant dollar rate. The second problem is to find the yield curve associated with the economy of R. C. Merton's “An Asymptotic Theory of Growth Under Uncertainty.” In Merton's economic growth model, the interest rate process has a volatility linear in the rate level and a linear/quadratic drift. Both problems are solved by an eigenfunction expansion technique. The main technical difficulty is handling the problem of payoff functions that are not square‐integrable with respect to the natural weight function of the models.",11,https://www.semanticscholar.org/paper/193b12ccc8dc1bff507374284a72f6a2a267d31a
Liangliang Zhang,A General Framework of Optimal Investment,2019-01-01 00:00:00,SupportedSources.INTERNET_ARCHIVE,10.4236/jmf.2019.93028,"In this paper, we propose a general framework of optimal investment and a collection of trading ideas, which combine probability and statistical theory with, potentially, machine learning techniques, e.g., machine learning regression, classification and reinforcement learning. The trading ideas are easy to implement and their validity is justified by full mathematical rigor. The framework is model-free and can, in principle, incorporate all categories of trading ideas into it. Simulation and backtesting studies show good performance of selected trading strategies under the proposed framework. Sharpe ratios are above 8.Journal of Mathematical Finance long run equilibrium levels, with short term adjustments or fluctuations, where trading opportunities appear. Work in this category includes [11], [12] and [13], among others. However, this investment method will suffer greatly if the spread between the two sets of chosen assets widens. Therefore, both classes of investment strategies incur losses with advert market movements. The root cause is that, information from the past might not be a good indicator of future market movements or at least it can only predict or explain a limited fraction of future",12,https://web.archive.org/web/20200210093140/https://www.scirp.org/pdf/JMF_2019082308074321.pdf
"I. D. Albu,M. Neamtu,D. Opris",Stochastic generalized fractional HP equations and applications,2009-08-30 15:48:57+00:00,SupportedSources.ARXIV,,"In this paper we established the condition for a curve to satisfy stochastic
generalized fractional HP (Hamilton-Pontryagin) equations. These equations are
described using Ito integral. We have also considered the case of stochastic
generalized fractional Hamiltonian equations, for a hyperregular Lagrange
function. From the stochastic generalized fractional Hamiltonian equations,
Langevin generalized fractional equations were found and numerical simulations
were done.",13,"http://arxiv.org/pdf/0908.4401v1
http://arxiv.org/abs/0908.4401v1
http://arxiv.org/pdf/0908.4401v1"
Hanxiao Wang,"Extended Backward Stochastic Volterra Integral Equations, Quasilinear Parabolic Equations, and Feynman-Kac Formula",2019-08-20 05:22:59+00:00,SupportedSources.ARXIV,,"In this paper, we establish the relationship between backward stochastic
Volterra integral equations (BSVIEs, for short) and a kind of non-local
quasilinear (and possibly degenerate) parabolic equations. We first introduce
the extended backward stochastic Volterra integral equations (EBSVIEs, for
short). Under some mild conditions, we establish the well-posedness of EBSVIEs
and obtain some regularity results of the adapted solution to the EBSVIEs via
Malliavin calculus. We show that a given function expressed in terms of the
solution to the EBSVIEs solves a certain system of non-local parabolic partial
differential equations (PDEs, for short), which generalizes the famous
nonlinear Feynman-Kac formula in Pardoux{Peng [21].",14,"http://arxiv.org/pdf/1908.07168v1
http://arxiv.org/abs/1908.07168v1
http://arxiv.org/pdf/1908.07168v1"
"Matthew Dobson,Jiayu Zhai,Yao Li",Using coupling methods to estimate sample quality for stochastic differential equations,2019-12-21 21:15:52+00:00,SupportedSources.ARXIV,,"A probabilistic approach for estimating sample qualities for stochastic
differential equations is introduced in this paper. The aim is to provide a
quantitative upper bound of the distance between the invariant probability
measure of a stochastic differential equation and that of its numerical
approximation. In order to extend estimates of finite time truncation error to
infinite time, it is crucial to know the rate of contraction of the transition
kernel of the SDE. We find that suitable numerical coupling methods can
effectively estimate such rate of contraction, which gives the distance between
two invariant probability measures. Our algorithms are tested with several low
and high dimensional numerical examples.",15,"http://arxiv.org/pdf/1912.10339v1
http://arxiv.org/abs/1912.10339v1
http://arxiv.org/pdf/1912.10339v1"
"A. Pelsser,Kossi Gnameho",A Monte Carlo method for backward stochastic differential equations with Hermite martingales,2019-03-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1515/mcma-2019-2028,"Abstract Backward stochastic differential equations (BSDEs) appear in many problems in stochastic optimal control theory, mathematical finance, insurance and economics. This work deals with the numerical approximation of the class of Markovian BSDEs where the terminal condition is a functional of a Brownian motion. Using Hermite martingales, we show that the problem of solving a BSDE is identical to solving a countable infinite-dimensional system of ordinary differential equations (ODEs). The family of ODEs belongs to the class of stiff ODEs, where the associated functional is one-sided Lipschitz. On this basis, we derive a numerical scheme and provide numerical applications.",16,"https://www.semanticscholar.org/paper/12596b3897cce1f38bb1213fac0a5094d306740a
https://cris.maastrichtuniversity.nl/files/132394160/Pelsser_2019_A_Monte_Carlo_method_for.pdf"
Zhongkai Guo,Invariant foliations for stochastic partial differential equations with dynamic boundary conditions,2013-11-19 11:41:00+00:00,SupportedSources.ARXIV,,"Invariant foliations are complicated random sets useful for describing and
understanding the qualitative behaviors of nonlinear dynamical systems. We will
consider invariant foliations for stochastic partial differential equation with
dynamical boundary condition.",17,"http://arxiv.org/pdf/1311.4705v1
http://arxiv.org/abs/1311.4705v1
http://arxiv.org/pdf/1311.4705v1"
"Ana Bela Cruzeiro,André de Oliveira Gomes",Forward Backward Stochastic Differential Equations - Asymptotics and a Large Deviations Principle,2013-02-26 00:00:00,SupportedSources.INTERNET_ARCHIVE,,"We study the asymptotic behaviour of solutions of Forward Backward Stochastic Differential Equations in the coupled case, when the diffusion coefficient of the forward equation is multiplicatively perturbed by a small parameter that converges to zero. Furthermore, we establish a Large Deviation Principle for the laws of the corresponding processes.",18,https://archive.org/download/arxiv-1205.3220/1205.3220.pdf
Weierstrass-Institut für Angewandte Analysis und Stochastik (Berlin),Annual Research Report 2019,2019-01-01 00:00:00,SupportedSources.CORE,,,19,https://core.ac.uk/download/481519472.pdf
"J.-C. Cortés,J.-V. Romero,M.-D. Roselló,C. Santamaría",Solving random diffusion models with nonlinear perturbations by the Wiener–Hermite expansion method,2011-01-01 00:00:00,SupportedSources.INTERNET_ARCHIVE,10.1016/j.camwa.2010.07.057,"This paper deals with the construction of approximate series solutions of random nonlinear diffusion equations where nonlinearity is considered by means of a frank small parameter and uncertainty is introduced through white noise in the forcing term. For the simpler but important case in which the diffusion coefficient is time independent, we provide a Gaussian approximation of the solution stochastic process by taking advantage of the Wiener-Hermite expansion together with the perturbation method. In addition, approximations of the main statistical functions associated with a solution, such as the mean and variance, are computed. Numerical values of these functions are compared with respect to those obtained by applying the Runge-Kutta second-order stochastic scheme as an illustrative example.",20,https://web.archive.org/web/20190311101912/https://core.ac.uk/download/pdf/81183574.pdf
Magnus Perninge,A Note on Reflected BSDEs in Infinite Horizon with Stochastic Lipschitz Coefficients,2021-03-09 18:23:07+00:00,SupportedSources.ARXIV,,"We consider an infinite horizon, obliquely reflected backward stochastic
differential equation (RBSDE). The main contribution of the present work is
that we generalize previous results on infinite horizon reflected BSDEs to the
setting where the driver has a stochastic Lipschitz coefficient. As an
application we consider robust optimal stopping problems for functional
stochastic differential equations (FSDEs) where the driver has linear growth.",21,"http://arxiv.org/pdf/2103.05603v1
http://arxiv.org/abs/2103.05603v1
http://arxiv.org/pdf/2103.05603v1"
"Allan Drazen,Paul R. Masson",Credibility of Policies Versus Credibility of Policymakers,1993-09-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.2307/2118420,"Standard models of policy credibility. defined as the expectation that an announced policy will be carried out. emphasize the preferences of the policymaker (his ""type"") and the role of policies in signaling type. Whether a policy is carried out. however. should also reflect the state of the economy. so that even a ""tough"" policymaker may renege on an announced policy in adverse circumstances. We investigate this alternative notion of credibility, using an ""escape clause"" model of devaluation. in which a policymaker maintains a fixed parity in good times, but devalues if the unemployment rate gets too high. Our main conclusion is that if there is persistence in the process driving unemployment, following a tough policy in a given period may lower rather than raise the credibility of a no-devaluation pledge in subsequent periods. in contrast to the results in the earlier literature. We test this implication on EMS interest rates and find support for our hypothesis.",22,"https://www.semanticscholar.org/paper/f822b95f865833df607d900c7fcca4e70f6c90df
https://www.elibrary.imf.org/downloadpdf/journals/001/1994/049/001.1994.issue-049-en.xml"
K. Giannopoulos,Estimating the time Varying Components of international stock markets' risk,1995-06-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1080/13518479500000013,"In this study an alternative approach for assessing securities' risk is applied. Various authors have argued that security returns are not homoskedastic but exhibit variation over time. They have observed that large changes tend be followed by more large changes in either direction, and so volatility must be predictably high after large changes. This phenomenon of securities' volatility, referred to as clustering, has important implications for security pricing and risk management. Among the most popular techniques currently used to capture the clustering effect and to forecast future volatilityare those belonging to the family of Autoregressive Conditional Heteroskedastic (ARCH) models. The main aim of this paper is to investigate whether such volatility modelling can be used to capture the time variation not only in the total risk of a security return but also its systematic and unsystematic components. Using weekly local stock market data, the time varying beta with the World Index has been estimated via a bivariate GARCH-M model. The GARCH-M parameterization used here is a dynamic specification of the SIM. The hypothesis that this dynamic specification holds cannot be rejected for 11 out of 13 local portfolios. The results provide evidence that both the systematic and the non-systematic counterparts are also changing over time. However, in some markets those risk changes may take place with some delay. This suggests that some of the low correlation coefficients computed for certain stock market returns may not be due to differences in business cycles among those countries, but may be caused by the non-synchronous response to world market developments. This finding should have important implications in many investment decisions such as portfolio selection, market timing and risk hedging.",23,https://www.semanticscholar.org/paper/27179cc99a8f50da4252ebb0c967b15f36687bca
"Li, Z.,Zeng, C.,Huang, J.",Mean-square invariant manifolds for ill-posed stochastic evolution equations driven by nonlinear noise,2022-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.jde.2021.12.036,,24,"https://api.elsevier.com/content/article/PII:S0022039621008123?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0022039621008123?httpAccept=text/plain
http://dx.doi.org/10.1016/j.jde.2021.12.036"
"Juan Carlos Vizcaíno Martínez,Esperanza García-Gonzalo,José Antonio Martínez Álvarez,Heidi Anderson Kuzma,César Domínguez Pérez",PSO: A powerful algorithm to solve geophysical inverse problems,2010-05-01 00:00:00,SupportedSources.OPENALEX,10.1016/j.jappgeo.2010.02.001,,25,"https://openalex.org/W1968644110
https://doi.org/10.1016/j.jappgeo.2010.02.001"
"F. Longstaff,Eduardo S. Schwartz",Interest Rate Volatility and the Term Structure: A Two-Factor General Equilibrium Model,1992-09-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1111/J.1540-6261.1992.TB04657.X,The authors develop a two-factor general equilibrium model of the term structure. The factors are the short-term interest rate and the volatility of the short-term interest rate. The authors derive closed-form expressions for discount bonds and study the properties of the term structure implied by the model. The dependence of yields on volatility allows the model to capture many observed properties of the term structure. The authors also derive closed-form expressions for discount bond options. The authors use Hansen's generalized method of moments framework to test the cross-sectional restrictions imposed by the model. The tests support the two-factor model. Copyright 1992 by American Finance Association.,26,https://www.semanticscholar.org/paper/abf22835a4ac08b63f52707acb4f83525c6eab5c
"Coppola, Mariarosaria,Lorenzo, Emilia Di,Sibillo, Marilena",Further Remarks on Risk Sources Measuring: The Case of a Life Annuity Portfolio,2002-01-01 00:00:00,SupportedSources.CORE,,"The paper considers a model that allows the actuary to measure the riskiness connected to the randomness of projected mortality tables in evaluating a portfolio of life annuities, obtaining a measure to reflect the risk associated with the randomness of the projection. The coherence of the risk parameters with the specific nature of the considered risk sources is also discussed. Numerical examples illustrate the results, showing the importance of the risk components in terms of the number of policies and comparing measure tools obtained by means of two procedures",27,https://core.ac.uk/download/127441416.pdf
"Gabriel Lord,Simon J. A. Malham,Anke Wiese",Efficient Strong Integrators for Linear Stochastic Systems,2008-01-01 00:00:00,SupportedSources.INTERNET_ARCHIVE,10.1137/060656486,"We present numerical schemes for the strong solution of linear stochastic differential equations driven by an arbitrary number of Wiener processes. These schemes are based on the Neumann (stochastic Taylor) and Magnus expansions. Firstly, we consider the case when the governing linear diffusion vector fields commute with each other, but not with the linear drift vector field. We prove that numerical methods based on the Magnus expansion are more accurate in the mean-square sense than corresponding stochastic Taylor integration schemes. Secondly, we derive the maximal rate of convergence for arbitrary multi-dimensional stochastic integrals approximated by their conditional expectations. Consequently, for general nonlinear stochastic differential equations with non-commuting vector fields, we deduce explicit formulae for the relation between error and computational costs for methods of arbitrary order. Thirdly, we consider the consequences in two numerical studies, one of which is an application arising in stochastic linear-quadratic optimal control.",28,https://web.archive.org/web/20170808211608/http://www.macs.hw.ac.uk/~simonm/nsdes.pdf
"Janine Mukuddem-Petersen,Mark D. Petersen",Bank management via stochastic optimal control,2006-08-01 00:00:00,SupportedSources.OPENALEX,10.1016/j.automatica.2006.03.012,,29,"https://openalex.org/W2067091303
https://doi.org/10.1016/j.automatica.2006.03.012"
"De Angelis, Tiziano,Ekström, Erik,Glover, Kristoffer",Dynkin games with incomplete and asymmetric information,2020-07-14 00:00:00,SupportedSources.CORE,,"We study the value and the optimal strategies for a two-player zero-sum
optimal stopping game with incomplete and asymmetric information. In our
Bayesian set-up, the drift of the underlying diffusion process is unknown to
one player (incomplete information feature), but known to the other one
(asymmetric information feature). We formulate the problem and reduce it to a
fully Markovian setup where the uninformed player optimises over stopping times
and the informed one uses randomised stopping times in order to hide their
informational advantage. Then we provide a general verification result which
allows us to find the value of the game and players' optimal strategies by
solving suitable quasi-variational inequalities with some non-standard
constraints. Finally, we study an example with linear payoffs, in which an
explicit solution of the corresponding quasi-variational inequalities can be
obtained.Comment: 31 pages, 5 figures, small changes in the terminology from game
  theor",30,https://core.ac.uk/download/552453449.pdf
"J. Perelló,J. Masoliver,J. Bouchaud",Multiple time scales in volatility and leverage correlations: a stochastic volatility model,2004-03-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1080/1350486042000196155,"Financial time series exhibit two different type of non‐linear correlations: (i) volatility autocorrelations that have a very long‐range memory, on the order of years, and (ii) asymmetric return‐volatility (or ‘leverage’) correlations that are much shorter ranged. Different stochastic volatility models have been proposed in the past to account for both these correlations. However, in these models, the decay of the correlations is exponential, with a single time scale for both the volatility and the leverage correlations, at variance with observations. This paper extends the linear Ornstein–Uhlenbeck stochastic volatility model by assuming that the mean reverting level is itself random. It is found that the resulting three‐dimensional diffusion process can account for different correlation time scales. It is shown that the results are in good agreement with a century of the Dow Jones index daily returns (1900–2000), with the exception of crash days.",31,"https://www.semanticscholar.org/paper/ca94074dddc916e458f6b9072886ac0c58c051d7
http://arxiv.org/pdf/cond-mat/0302095"
"Govindan, T.",Applications to Stochastic Optimal Control,2016-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-319-45684-3_6,,32,"http://link.springer.com/content/pdf/10.1007/978-3-319-45684-3_6
http://dx.doi.org/10.1007/978-3-319-45684-3_6"
"Alvarez,Arisawa,Arisawa,Barles,Bensaoud,Bertoin,Crandall,Cyril Imbert,Garroni,Guy Barles,Imbert,Ishii,Jakobsen,Jensen,Pham,Sayah,Silvestre,Soner,Woyczyński,Øksendal",Second-Order Elliptic Integro-Differential Equations: Viscosity  Solutions' Theory Revisited,2008-05-15 00:00:00,SupportedSources.CORE,10.1016/j.anihpc.2007.02.007,"The aim of this work is to revisit viscosity solutions' theory for
second-order elliptic integro-differential equations and to provide a general
framework which takes into account solutions with arbitrary growth at infinity.
Our main contribution is a new Jensen-Ishii's Lemma for integro-differential
equations, which is stated for solutions with no restriction on their growth at
infinity. The proof of this result, which is of course a key ingredient to
prove comparison principles, relies on a new definition of viscosity solution
for integro-differential equation (equivalent to the two classical ones) which
combines the approach with test-functions and sub-superjets",33,https://core.ac.uk/download/54026663.pdf
W. Zheng,Methods for Solving Fokker Planck,None,SupportedSources.SEMANTIC_SCHOLAR,,"Stochastic diﬀerential equations (SDE)s are powerful and have numerous applications. SDEs like Black Scholes dictate how to price options while SDEs like Fokker-Planck are used from ﬁnance, to accelerator physics, to even neuroscience. In this project, we study Finite Diﬀerence Schemes to solve Fokker-Planck for (2+1) variables. We were able to implement and compare 5 stable ﬁnite diﬀerence schemes, both explicit and implicit, in terms of convergence of error in time and space on a test problem of a dampened harmonic oscillator. We determined the best algorithm in terms of accuracy and convergence and suggest its use as well as attempt to understand why it performed so well.",34,https://www.semanticscholar.org/paper/f657053cdf5a2e6b0fc8340ac00286fb3c847322
"Nils Christian Framstad,Bernt Øksendal,Agnès Sulem",Sufficient Stochastic Maximum Principle for the Optimal Control of Jump Diffusions and Applications to Finance,2004-04-01 00:00:00,SupportedSources.OPENALEX,10.1023/b:jota.0000026132.62934.96,,35,"https://openalex.org/W2056551289
https://doi.org/10.1023/b:jota.0000026132.62934.96
https://www.duo.uio.no/bitstream/10852/10699/1/pm22-01.pdf"
"Kazem Nouri,Hassan Ranjbar,Dumitru Baleanu,Leila Torkzadeh",Investigation on Ginzburg-Landau equation via a tested approach to benchmark stochastic Davis-Skodje system,2021-01-01 00:00:00,SupportedSources.INTERNET_ARCHIVE,10.1016/j.aej.2021.04.040,"We propose new numerical methods with adding a modified ordinary differential equation solver to the Milstein methods for solution of stiff stochastic systems. We study a general form of stochastic differential equations so that the Ginzburg-Landau equation and the Davis-Skodje model can be considered as special states of them. The efficiency of the method is experimented, in terms of the convergence rate and accuracy of approximate solution, employing some numerical examples, including stochastic Ginzburg-Landau equation and a paradigm of chemical reaction systems. Ó 2021 THE AUTHORS. Published by Elsevier BV on behalf of Faculty of Engineering, Alexandria University. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/ licenses/by-nc-nd/4.0/).",36,https://web.archive.org/web/20210609055922/https://pdf.sciencedirectassets.com/270704/1-s2.0-S1110016821X00051/1-s2.0-S1110016821002829/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEM3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIQCNTRP3gG3%2FzUORX4ccMqJmnziRigjMbPF70CsKCj5M1gIgJW63eFIen%2BqaGM2YLqvyOLuQU7nwuFD7KBwOD8u5PwoqgwQIhv%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAEGgwwNTkwMDM1NDY4NjUiDLppA5XfmfIQxeCyXyrXA%2BpgKeJKagO2JBdy%2F7v96mSLz%2FalHbHkoGhOVExc4OFx0sO2z%2B7hR2gr0yPA8Z3DKfnnbxV3Jq2Z0bZT66AHq12uwuD7lUXIMnAk7wQPK9eBssmFp3E2qXEVCjBK7QCP4V5%2BFEEzQUWY%2BZOHB3KEmC%2F%2Fmo2bhG6sw%2B%2BOAyOqQ0MSX%2BkXgDFnPe7lNbwFSSRzWYt%2FZXr1IC6GyxTg7%2F%2FxNmEcqkK1sQAO5DgYoYYE9dKzNNQ2FM6Sy998jurjdofkX8oBiu%2B5c2WuGwhf%2B1ry5Kq8GkDU5FA3urPHZ1H79UwGDZBK64HI281qrubw%2FNVe%2F0nps1ork2QJpfeEpqnNwnso444bGl6IPZTegwqVrn%2BpcEKn5rO1aU0lkYthxqV8tDSU6j7ZNKo%2FEcOhP88iRkjFG71p%2Flb60RbXk3yrJ1atL5z1w%2BnSqeGzs%2Bzaib7CbLKv504My2EZ3PBfX5%2BDQhw8Ifj9xBpVgNwFjobSkX5FDem5WXUnPG4UsdYCYP4an%2BetC%2Bzds%2FOxWnQr%2BnUZVDcGYjI892HrjCIwg4b%2BVtYBBZ4J%2BrLo3njnyVc9QyEtncLYqXlgqc%2FrhJ1Nx%2BNKHd46sXlVywKraFMg0qhJ2ZhV7V9aFW%2BVaDCPioGGBjqlAf0JVsnK9wmbaVx3H%2Fem5HPd4RBFKDcCxeOfR4EIEesrsmJ3GCFuPFCypW%2BzIdn9iuSl6nxahU4y0%2Busxq9oKSGrYju7e6X%2F%2FUNH27BslNmTKbg5cFdOVcFAHqLBNQWwblX5JpD6ZY0yPe9v51SHSJeS6m7IRHILxhxLPGxFxD7jj5BAG425EkBb8TMOaHiWbErHR02FhDCZdCi31IzeNIK%2BsYtxGQ%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210609T055917Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYSJTPO5WI%2F20210609%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=a8e76d2a802fa98292621c31ab00761b00e2af96555f05f68a0a6894a5935741&hash=c8b08a72f62e6e8b3721d8eda20216579cc1311ab1ba80bc6a261ab93f3ac0b1&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S1110016821002829&tid=spdf-951bcfb0-b5de-4a98-a9d3-3797371182b0&sid=0720de6373a23546795b49161ceb39f46312gxrqa&type=client
