authors,title,pub_date,source,doi,abstract,rank,url
"De La Casa, M.,Zucca, D.,García, J.,Martí, J.,Fernández-Letón, P.",PO-1004: Assessment Of A Commercially Available Algorithm For Deformable Image Registration,2018-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/s0167-8140(18)31314-8,,14,"https://api.elsevier.com/content/article/PII:S0167814018313148?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0167814018313148?httpAccept=text/plain
http://dx.doi.org/10.1016/s0167-8140(18)31314-8"
"Nie, Z.,Li, C.,Liu, H.,Yang, X.",Deformable Image Registration Based on Functions of Bounded Generalized Deformation,2021-02-04 00:00:00,SupportedSources.CROSSREF,10.1007/s11263-021-01439-x,,15,"https://link.springer.com/content/pdf/10.1007/s11263-021-01439-x.pdf
https://link.springer.com/article/10.1007/s11263-021-01439-x/fulltext.html
https://link.springer.com/content/pdf/10.1007/s11263-021-01439-x.pdf
http://dx.doi.org/10.1007/s11263-021-01439-x"
"Cobzas, D.,Sen, A.",Random Walks for Deformable Image Registration,2011-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-642-23629-7_68,,16,"http://link.springer.com/content/pdf/10.1007/978-3-642-23629-7_68
http://dx.doi.org/10.1007/978-3-642-23629-7_68"
"Govindu, V.,Chellappa, R.",Feature-based image to image registration,2011-03-24 00:00:00,SupportedSources.CROSSREF,10.1017/cbo9780511777684.011,,17,"https://www.cambridge.org/core/services/aop-cambridge-core/content/view/EEB8A03CFB16C1C80E865CDEB6C55859
http://dx.doi.org/10.1017/cbo9780511777684.011"
"Kim, B.,Han, I.,Ye, J.",DiffuseMorph: Unsupervised Deformable Image Registration Using Diffusion Model,2022-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-031-19821-2_20,,18,"https://link.springer.com/content/pdf/10.1007/978-3-031-19821-2_20
http://dx.doi.org/10.1007/978-3-031-19821-2_20"
"Bonarrigo, F.,Signoroni, A.,Botsch, M.",Deformable registration using patch-wise shape matching,2014-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.gmod.2014.04.004,,19,"https://api.elsevier.com/content/article/PII:S1524070314000307?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S1524070314000307?httpAccept=text/plain
http://dx.doi.org/10.1016/j.gmod.2014.04.004"
"Pekar, V.,Gladilin, E.",Deformable Image Registration by Adaptive Gaussian Forces,2004-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-540-27816-0_27,,20,"http://link.springer.com/content/pdf/10.1007/978-3-540-27816-0_27.pdf
http://dx.doi.org/10.1007/978-3-540-27816-0_27"
"Aristeidis Sotiras,C. Davatzikos,N. Paragios",Deformable Medical Image Registration: A Survey,2013-06-03 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1109/TMI.2013.2265603,"Deformable image registration is a fundamental task in medical image processing. Among its most important applications, one may cite: 1) multi-modality fusion, where information acquired by different imaging devices or protocols is fused to facilitate diagnosis and treatment planning; 2) longitudinal studies, where temporal structural or anatomical changes are investigated; and 3) population modeling and statistical atlases used to study normal anatomical variability. In this paper, we attempt to give an overview of deformable registration methods, putting emphasis on the most recent advances in the domain. Additional emphasis has been given to techniques applied to medical images. In order to study image registration methods in depth, their main components are identified and studied independently. The most recent techniques are presented in a systematic fashion. The contribution of this paper is to provide an extensive account of registration techniques in a systematic manner.",21,"https://www.semanticscholar.org/paper/681f3b92ee2e53dc10c11238a8da353e5c58de2c
https://europepmc.org/articles/pmc3745275?pdf=render"
"Rangarajan, A.,Chui, H.",Applications of Optimizing Neural Networks in Medical Image Registration,2000-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-1-4471-0513-8_13,,22,"http://link.springer.com/content/pdf/10.1007/978-1-4471-0513-8_13
http://dx.doi.org/10.1007/978-1-4471-0513-8_13"
"Monan Wang,Pengcheng Li",A Review of Deformation Models in Medical Image Registration,2019-02-01 00:00:00,SupportedSources.OPENALEX,10.1007/s40846-018-0390-1,,23,"https://openalex.org/W2800232211
https://doi.org/10.1007/s40846-018-0390-1"
"Sarnel, H.,Senol, Y.",Accurate and robust image registration based on radial basis neural networks,2011-03-01 00:00:00,SupportedSources.CROSSREF,10.1007/s00521-011-0564-z,,24,"http://link.springer.com/content/pdf/10.1007/s00521-011-0564-z.pdf
http://link.springer.com/article/10.1007/s00521-011-0564-z/fulltext.html
http://link.springer.com/content/pdf/10.1007/s00521-011-0564-z
http://dx.doi.org/10.1007/s00521-011-0564-z"
"Chen, Y.,Ye, X.",Inverse Consistent Deformable Image Registration,2010-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-1-4419-6263-8_26,,25,"http://link.springer.com/content/pdf/10.1007/978-1-4419-6263-8_26
http://dx.doi.org/10.1007/978-1-4419-6263-8_26"
"M. Stralen,J. Pluim",Optimal discrete multi-resolution deformable image registration,2009-06-28 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1109/ISBI.2009.5193210,Deformable image registration is a challenging problem. Current solutions either have a high computational load or suffer from weak regularization.,26,https://www.semanticscholar.org/paper/d69147609271b2e6350a2347c3ed5b2d3fc1b2ff
"Ahmad, S.,Khan, M.",Deformable image registration based on elastodynamics,2015-05-27 00:00:00,SupportedSources.CROSSREF,10.1007/s00138-015-0690-1,,27,"http://link.springer.com/content/pdf/10.1007/s00138-015-0690-1.pdf
http://link.springer.com/article/10.1007/s00138-015-0690-1/fulltext.html
http://link.springer.com/content/pdf/10.1007/s00138-015-0690-1
http://dx.doi.org/10.1007/s00138-015-0690-1"
"Shackleford, J.,Kandasamy, N.,Sharp, G.",Deformable Registration Using Optical-Flow Methods,2013-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/b978-0-12-407741-6.00005-0,,28,http://dx.doi.org/10.1016/b978-0-12-407741-6.00005-0
"H. Sarnel,Y. Senol",Accurate affine image registration using radial basis neural networks,2008-05-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.21608/ICEENG.2008.34357,,29,"https://www.semanticscholar.org/paper/afbae8c22437bdcd6558486a1b0b200f65d2bfcd
http://iceeng.journals.ekb.eg/article_34357_80c1e83071ce81dc54ec011880d0c763.pdf"
"Zhiquan He,Yupeng He,Wenming Cao",Deformable image registration with attention-guided fusion of multi-scale deformation fields,2022-05-14 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1007/s10489-022-03659-1,,30,"https://www.semanticscholar.org/paper/d7656df977dc018f3c6a71f1a3b1fc187533a651
https://link.springer.com/content/pdf/10.1007/s10489-022-03659-1.pdf"
"Pace, D.,Niethammer, M.,Aylward, S.",Sliding Geometries in Deformable Image Registration,2012-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-642-28557-8_18,,31,"http://link.springer.com/content/pdf/10.1007/978-3-642-28557-8_18
http://dx.doi.org/10.1007/978-3-642-28557-8_18"
"M. Wachowiak,R. Smolíková,J. Zurada,Adel Said Elmaghraby",A supervised learning approach to landmark-based elastic biomedical image registration and interpolation,2002-08-07 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1109/IJCNN.2002.1007761,"Biomedical image registration often requires local elastic matching after initial global alignment. Due to their universal approximation property, neural networks may be used for landmark-based elastic registration. A supervised learning approach using backpropagation, Bayesian regularization, Gauss-sigmoid networks, and radial basis function networks is presented for 2D elastic registration.",32,https://www.semanticscholar.org/paper/ca983e881f404376cd5b3c15a5b11f3bfc5aee91
"Hellier, P.,Barillot, C.",A hierarchical parametric algorithm for deformable multimodal image registration,2004-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.cmpb.2004.01.002,,33,"https://api.elsevier.com/content/article/PII:S0169260704000124?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0169260704000124?httpAccept=text/plain
http://dx.doi.org/10.1016/j.cmpb.2004.01.002"
"Y. Xing,Jing Sun,B. Li",New method for medical image registration based on neural networks,None,SupportedSources.SEMANTIC_SCHOLAR,,,34,https://www.semanticscholar.org/paper/9b64affa58aaf53812d6df883fb2f7081c31e604
"Karaçali, B.",Information Theoretic Deformable Registration Using Local Image Information,2006-07-23 00:00:00,SupportedSources.CROSSREF,10.1007/s11263-006-8704-0,,35,"http://link.springer.com/content/pdf/10.1007/s11263-006-8704-0.pdf
http://link.springer.com/article/10.1007/s11263-006-8704-0/fulltext.html
http://link.springer.com/content/pdf/10.1007/s11263-006-8704-0
http://dx.doi.org/10.1007/s11263-006-8704-0"
"Gadge, P.,D. Patil, M.,Deote, S.",A Deformable Registration Method for MRI Brain Images,2010-01-01 00:00:00,SupportedSources.CROSSREF,10.3850/978-981-08-7304-2_1438,,36,http://dx.doi.org/10.3850/978-981-08-7304-2_1438
"Stefan Huwer,Jürgen Rahmel,Aldo von Wangenheim",Data-driven registration for local deformations,1996-08-01 00:00:00,SupportedSources.OPENALEX,10.1016/0167-8655(96)00052-9,,37,"https://openalex.org/W1982218503
https://doi.org/10.1016/0167-8655(96)00052-9"
"König, L.,Derksen, A.,Heldmann, S.,Papenberg, N.,Modersitzki, J.,Haas, B.",OC-0409: Deformable image registration with guaranteed local rigidity,2015-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/s0167-8140(15)40405-0,,38,"https://api.elsevier.com/content/article/PII:S0167814015404050?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0167814015404050?httpAccept=text/plain
http://dx.doi.org/10.1016/s0167-8140(15)40405-0"
"Choi, H.",Medical Image Registration Using Artificial Neural Network,None,SupportedSources.CROSSREF,10.15368/theses.2015.171,,39,http://dx.doi.org/10.15368/theses.2015.171
"Ameneh Sheikhjafari,Michelle Noga,Kumaradevan Punithakumar,Nilanjan Ray",Unsupervised deformable image registration with fully connected generative neural network,2018-04-11 00:00:00,SupportedSources.OPENALEX,,,40,https://openalex.org/W2902335457
"Teverovsky, L.,Lopez, O.,Aizenstein, H.,Butters, M.,Price, J.,Becker, J.",IC‐P‐145: Image processing pipeline for deformable registration,2011-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.jalz.2011.05.159,,41,"https://api.elsevier.com/content/article/PII:S1552526011002986?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S1552526011002986?httpAccept=text/plain
https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1016%2Fj.jalz.2011.05.159
https://onlinelibrary.wiley.com/doi/pdf/10.1016/j.jalz.2011.05.159
https://onlinelibrary.wiley.com/doi/full-xml/10.1016/j.jalz.2011.05.159
https://onlinelibrary.wiley.com/doi/pdf/10.1016/j.jalz.2011.05.159
http://dx.doi.org/10.1016/j.jalz.2011.05.159"
"V. Deshpande,Jignesh S. Bhatt",Bayesian Deep Learning for Deformable Medical Image Registration,2019-12-17 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1007/978-3-030-34872-4_5,,42,https://www.semanticscholar.org/paper/3fd7a902494b16a7e1c216021b3b082bff8cf380
"A. Abche,F. Yaacoub,A. Maalouf,E. Karam",Image Registration based on Neural Network and Fourier Transform,None,SupportedSources.SEMANTIC_SCHOLAR,10.1109/IEMBS.2006.260342,"An image registration technique based on feed forward neural network and Fourier Transform is developed and presented. In the proposed scheme, the spectrums of the acquired images are computed, the Fourier coefficients within a selected central window of each spectrum are extracted and fed as inputs to the neural network. The feed forward neural network is implemented to estimate the transformation, defined in terms of the translation, rotation and magnification parameters, to align the corresponding images. This approach does not estimate the various registration parameters separately. They are estimated simultaneously leading to a better-optimized set of registration parameters. The approach is successful and yields better results than another Fourier based registration technique. The approach is validated on 2D images. However, it can be easily extended to 3-D application",43,https://www.semanticscholar.org/paper/9223db1dc7997a92fd9c2a6ec267315f6952a363
"LI, X.",An Evaluation Method for Image Registration by Machine Learning,2008-05-14 00:00:00,SupportedSources.CROSSREF,10.3724/sp.j.1004.2008.00007,,44,"http://www.aas.net.cn/article/exportPdf?id=16016
http://dx.doi.org/10.3724/sp.j.1004.2008.00007"
"Akinlar, M.,Ibragimov, R.",An Efficient Deformable Image Registration Method with Mexican Hat Wavelets,2012-01-01 00:00:00,SupportedSources.CROSSREF,10.5890/dnc.2012.09.003,,45,http://dx.doi.org/10.5890/dnc.2012.09.003
"Lifeng Shang,J. Lv,Zhang Yi",Rigid medical image registration using PCA neural network,2006-08-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1016/j.neucom.2006.01.007,,46,https://www.semanticscholar.org/paper/89121b63d9072b9ce745e4b64de0f077a972c1fa
,Multitemporal Image Registration,2017-07-07 00:00:00,SupportedSources.CROSSREF,10.1002/9781119171744.ch11,,47,"https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2F9781119171744.ch11
http://onlinelibrary.wiley.com/wol1/doi/10.1002/9781119171744.ch11/fullpdf
http://dx.doi.org/10.1002/9781119171744.ch11"
"Zhang, S.,Liu, P.,Zheng, M.,Shi, W.",A diffeomorphic unsupervised method for deformable soft tissue image registration,2020-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.compbiomed.2020.103708,,48,"https://api.elsevier.com/content/article/PII:S0010482520300949?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0010482520300949?httpAccept=text/plain
http://dx.doi.org/10.1016/j.compbiomed.2020.103708"
"Schmidt-Richberg, A.",Variational image registration,2014-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-658-01662-3_3,,49,"https://link.springer.com/content/pdf/10.1007/978-3-658-01662-3_3
http://dx.doi.org/10.1007/978-3-658-01662-3_3"
"Zsolt Sánta,Z. Kato",An algebraic framework for deformable image registration,2016-12-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1109/ICPR.2016.7900225,This paper presents a novel approach to deformable image registration using a parametric transformation model. The aligning transformation is simply found by solving a system of non-linear equations. Each equation is generated by integrating the product of a set of polynomial functions and the image intensity function over corresponding image domains. The capabilities of the algorithm have been studied on synthetic and real datasets on which it compares favorably to state of the art methods in terms of alignment accuracy.,50,https://www.semanticscholar.org/paper/e2277942dd81c0b437c65a0e7907eb444cd676d8
"Sokooti, H.,de Vos, B.,Berendsen, F.,Lelieveldt, B.,Išgum, I.,Staring, M.",Nonrigid Image Registration Using Multi-scale 3D Convolutional Neural Networks,2017-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-319-66182-7_27,,51,"https://link.springer.com/content/pdf/10.1007/978-3-319-66182-7_27
http://dx.doi.org/10.1007/978-3-319-66182-7_27"
,SP-035: Deformable image registration - Commissioning and QA – Challenges,2019-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/s0167-8140(20)30571-5,,52,"https://api.elsevier.com/content/article/PII:S0167814020305715?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0167814020305715?httpAccept=text/plain
http://dx.doi.org/10.1016/s0167-8140(20)30571-5"
"Ali, S.,Rittscher, J.",Conv2Warp: An Unsupervised Deformable Image Registration with Continuous Convolution and Warping,2019-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-030-32692-0_56,,53,"http://link.springer.com/content/pdf/10.1007/978-3-030-32692-0_56
http://dx.doi.org/10.1007/978-3-030-32692-0_56"
"Ou, Y.,Sotiras, A.,Paragios, N.,Davatzikos, C.",DRAMMS: Deformable registration via attribute matching and mutual-saliency weighting,2011-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.media.2010.07.002,,54,"https://api.elsevier.com/content/article/PII:S1361841510000940?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S1361841510000940?httpAccept=text/plain
http://dx.doi.org/10.1016/j.media.2010.07.002"
"Watkins, W.,Bzdusek, K.,Siebers, J.",Automated Evaluation of Deformable Image Registration Using Physical Tissue Characteristics,2014-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.ijrobp.2014.05.2427,,55,"https://api.elsevier.com/content/article/PII:S0360301614030788?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0360301614030788?httpAccept=text/plain
http://dx.doi.org/10.1016/j.ijrobp.2014.05.2427"
"Zhang, J.,Liu, Z.,Ma, Y.,Zhao, X.,Yang, B.",Part-and-whole: A novel framework for deformable medical image registration,2022-12-14 00:00:00,SupportedSources.CROSSREF,10.1007/s10489-022-04329-y,,56,"https://link.springer.com/content/pdf/10.1007/s10489-022-04329-y.pdf
https://link.springer.com/article/10.1007/s10489-022-04329-y/fulltext.html
https://link.springer.com/content/pdf/10.1007/s10489-022-04329-y.pdf
http://dx.doi.org/10.1007/s10489-022-04329-y"
"Schnabel, J.,Heinrich, M.,Papież, B.,Brady, S.",Advances and challenges in deformable image registration: From image fusion to complex motion modelling,2016-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.media.2016.06.031,,57,"https://api.elsevier.com/content/article/PII:S1361841516301086?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S1361841516301086?httpAccept=text/plain
http://dx.doi.org/10.1016/j.media.2016.06.031"
"Anbang Xu,X. Jin,Ping Guo",Two-Dimensional PCA Combined with PCA for Neural Network Based Image Registration,2006-09-24 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1007/11881223_87,,58,https://www.semanticscholar.org/paper/69e986fd1ed751f8426cb6f953bd91a1553723ba
"Farnebäck, G.,Westin, C.",Affine and Deformable Registration Based on Polynomial Expansion,2006-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/11866565_105,,59,"http://link.springer.com/content/pdf/10.1007/11866565_105.pdf
http://dx.doi.org/10.1007/11866565_105"
"Yifan Wu,Tom Z. Jiahao,Jiancong Wang,Paul Yushkevich,J. Gee,M. A. Hsieh",Deformable Image Registration using Neural ODEs,None,SupportedSources.SEMANTIC_SCHOLAR,,"Deformable image registration, aiming to find spatial correspondence between a given image pair, is one of the most critical problems in the domain of medical image analysis. In this paper, we present a generic, fast, and accurate diffeomorphic image registration framework that leverages neural ordinary differential equations (NODEs). We model each voxel as a moving particle and consider the set of all voxels in a 3D image as a high-dimensional dynamical system whose trajectory determines the targeted deformation field. Compared with traditional optimization based methods, our framework reduces the running time from tens of minutes to tens of seconds. Compared with recent datadriven deep learning methods, our framework is more accessible since it does not require large amounts of training data. Our experiments show that the registration results of *Equal contribution. our method outperform the-state-of-arts under various metrics, indicating that our modeling approach is well fitted for the task of deformable image registration.",60,https://www.semanticscholar.org/paper/c849d863edc51059327451905bccb1a2e8497cbd
"Chen, M.,Kanade, T.,Pomerleau, D.,Schneider, J.",3-D Deformable Registration of Medical Images Using a Statistical Atlas,1999-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/10704282_67,,61,"http://link.springer.com/content/pdf/10.1007/10704282_67
http://dx.doi.org/10.1007/10704282_67"
"Xie, Y.,Xing, L.,Paquin, D.,Levy, D.,Yang, T.",Deformable Image Registration With Inclusion of Auto-Detected Homologous Tissue Features,2007-01-01 00:00:00,SupportedSources.CROSSREF,10.1016/j.ijrobp.2007.07.1988,,62,"https://api.elsevier.com/content/article/PII:S0360301607032695?httpAccept=text/xml
https://api.elsevier.com/content/article/PII:S0360301607032695?httpAccept=text/plain
http://dx.doi.org/10.1016/j.ijrobp.2007.07.1988"
"A. Sheikhjafari,M. Noga,K. Punithakumar,Nilanjan Ray",Unsupervised deformable image registration with fully connected generative neural network,2018-04-11 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,,"In this paper, a new deformable image registration method based on a fully connected neural network is proposed. Even though a deformation field related to the point correspondence between fixed and moving images are high-dimensional in nature, we assume that these deformation fields form a low dimensional manifold in many real world applications. Thus, in our method, a neural network generates an embedding of the deformation field from a low dimensional vector. This lowdimensional manifold formulation avoids the intractability associated with the high dimensional search space that most other methods face during image registration. As a result, while most methods rely on explicit and handcrafted regularization of the deformation fields, our algorithm relies on implicitly regularizing the network parameters. The proposed method generates deformation fields from latent low dimensional space by minimizing a dissimilarity metric between a fixed image and a warped moving image. Our method removes the need for a large dataset to optimize the proposed network. The proposed method is quantitatively evaluated using images from the MICCAI ACDC challenge. The results demonstrate that the proposed method improves performance in comparison with a moving mesh registration algorithm, and also it correlates well with independent manual segmentations by an expert.",63,https://www.semanticscholar.org/paper/c2a684f7f24e8f1448204b3f9f00b26d34e9a03b
Geoffrey D. Hugo,WE-H-202-00: Session in Memory of Jean Pouliot: Next-Generation Deformable Image Registration.,2016-06-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1118/1.4958001,"Deformable image registration has now been commercially available for several years, with solid performance in a number of sites and for several applications including contour and dose mapping. However, more complex applications have arisen, such as assessing response to radiation therapy over time, registering images pre- and post-surgery, and auto-segmentation from atlases. These applications require innovative registration algorithms to achieve accurate alignment. The goal of this session is to highlight emerging registration technology and these new applications. The state of the art in image registration will be presented from an engineering perspective. Translational clinical applications will also be discussed to tie these new registration approaches together with imaging and radiation therapy applications in specific diseases such as cervical and lung cancers.


LEARNING OBJECTIVES
1. To understand developing techniques and algorithms in deformable image registration that are likely to translate into clinical tools in the near future. 2. To understand emerging imaging and radiation therapy clinical applications that require such new registration algorithms. Research supported in part by the National Institutes of Health under award numbers P01CA059827, R01CA166119, and R01CA166703. Disclosures: Phillips Medical systems (Hugo), Roger Koch (Christensen) support, Varian Medical Systems (Brock), licensing agreements from Raysearch (Brock) and Varian (Hugo).; K. Brock, Licensing Agreement - RaySearch Laboratories. Research Funding - Varian Medical Systems; G. Hugo, Research grant from National Institutes of Health, award number R01CA166119.; G. Christensen, Research support from NIH grants CA166119 and CA166703 and a gift from Roger Koch. There are no conflicts of interest.",64,https://www.semanticscholar.org/paper/fd8fc5405807056f8cfb1afbc2a9930273e2c0f3
"Zikic, D.,Kamen, A.,Navab, N.",Unifying Characterization of Deformable Registration Methods Based on the Inherent Parametrization,2010-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-642-14366-3_15,,65,"http://link.springer.com/content/pdf/10.1007/978-3-642-14366-3_15.pdf
http://dx.doi.org/10.1007/978-3-642-14366-3_15"
"Lintao Zhang,Shunbo Hu,Guoqiang Li,Mingtao Liu,Yongfang Wang,Deqian Fu,Wenyin Zhang",A Deep Learning Network for Coarse-to-Fine Deformable Medical Image Registration,None,SupportedSources.SEMANTIC_SCHOLAR,10.1007/978-981-15-8083-3_35,,66,https://www.semanticscholar.org/paper/e2f7a0749027df81770f3538aff6027d242148fc
"Zhiyuan Zheng,W. Cao,Zhiquan He,Yi Luo",Progressive anatomically constrained deep neural network for 3D deformable medical image registration,2021-11-01 00:00:00,SupportedSources.SEMANTIC_SCHOLAR,10.1016/j.neucom.2021.08.097,,67,https://www.semanticscholar.org/paper/1ccc0e2cdc46af332fb209a4cad7d700162696d2
"Lee, H.,Lin, M.,Foskey, M.",Physically-Based Validation of Deformable Medical Image Registration,2008-01-01 00:00:00,SupportedSources.CROSSREF,10.1007/978-3-540-85990-1_100,,68,"http://link.springer.com/content/pdf/10.1007/978-3-540-85990-1_100
http://dx.doi.org/10.1007/978-3-540-85990-1_100"
